location,location_id
SAULTER AND VILLERS,10593
MACDO AND SEAFORTH,10594
GUN AND ST CLAIR STATION W,10595
DRIF AND DRIFTWOOD,10596
ST AND ST CLAIR STATION W,10597
COM AND WHEELTRANS EXIT,10598
FINCH STATION W AND MARTIN,10599
DUNDAS AND WILMAR R,10600
MUIRSON,10601
MALL AND N QU,10602
MCNICOLL AND MIDDLFIELD,10603
DUNCAN WOODS AND FINCH,10604
EMMITT AND JANE STATION,10605
BRADSTROCK AND WESTON,10606
CHESTER STATION AND DANFORTH,10607
FINCH AND TOLLEITON,10608
DERRY AND GRAND RAVINE,10609
BATHURST STATION AND SON LAKE,10610
ELLES AND MORNING SIDE,10611
ELLESMERE STATION MORNING,10612
BROCKLAWN AND KINGSTON,10613
MIDLAND AND STUBBSWOOD,10614
LUNDY AND OLD DUNDAS,10615
SOUTHPO AND WINDERMERE,10616
MACLENN AND SCHOLFIELD,10617
BATHURST AND CARSCADDE,10618
B AND TODD BAYLIS,10619
FLEMINGTON AND REPLIN,10620
ALLIANCE AND ROCKCLIFE,10621
BIRCHMOUNT AND CROUSE,10622
DEAKIN AND ROCKCLIFFE,10623
LAWRENCE AND REDBURY,10624
DURNESS AND DURNFOD,10625
SENLAC AND YORK CEMETE,10626
UNIVSERITY OF TORONTO,10627
EGLINTON AND RUSSELL R,10628
30TH AND HORNEY,10629
HUPFIELD T AND MCLEVIN,10630
GR AND HUMBERWOOD LOOP,10631
EGLINTON AND INDUSTRY,10632
DAVISVILLE AND MOUNT,10633
CONCORD AND NORTHUMBER,10634
BOGERT AND YONGE,10635
HAYWOOD AND SHEPPARD,10636
LOCUST AND STANLEY GRE,10637
BONNYC AND QUEEN STATION QUAY,10638
WAT AND WILSON STATION HEIGHTS,10639
CHOICELAN AND KINGSTON,10640
DANFORTH AND DRAYTON,10641
YONGE STEELES,10642
KINGSTON AND WESTHILL,10643
DVP AND LAWRENCE,10644
SHUTTER AND YONGE,10645
MALVERN DIVISION 5050,10646
HUPFIELD TRAIL AND LAD,10647
KENNEDY AND STATTON,10648
BROADVIEW AND HILSIDE,10649
BARNAC AND ORMONT,10650
COXBURN AND PAPE,10651
JANE AND SPEERS,10652
ANNEX AND SPADINA,10653
BRIMLEY AND STRODE,10654
BYNG AND WILLOWDALE,10655
ARNCL AND VICTORIA PARK,10656
KEELE AND SIR WILLAM H,10657
BEN AND LAWRENCE,10658
LAWRENCE AND WAYNE,10659
MAINSH AND WESTON,10660
QUEENSWAY TRAFFIC OFFI,10661
ALLANFO AND BIRCHMOUNT,10662
EGLINTON AND VICTORIA P,10663
JOHN AND SHEPPARD,10664
ERNEST AND WESTON,10665
CONNOR AND WOLVERTON,10666
KINGSTON AND KITCHENER,10667
LIPTON,10668
AIRPORT AND ALB,10669
MARLEE AND VIEWMOUNT,10670
DON MILLS STATION LAND SHEPPARD,10671
BLOOR BETWEEN DUFFERIN STATION,10672
EGLINTON STATON WHEEL,10673
ALBION AND CLAIREVILLE,10674
MAJOR MCKENZIE AND WAR,10675
DANFORTH AND MAIN STRE,10676
DON MILLS AND GRAYDONH,10677
CASTLETO AND PRITCHARD,10678
MAGWOOD AND VARSITY,10679
ANCONA AND FINCH,10680
FAWCETT TR AND MCLEVIN,10681
PINE AND STEELES,10682
BIRCHMOUNT AND COMSTOCK,10683
QUEEN AND RIVER,10684
CHRISHOLM AND DANFORTH,10685
BAILEY AND KINGSTON,10686
ALLANHU AND ROYAL YORK,10687
HAW AND SHEPPARD E,10688
BAY AND QUEEN STATION S QUAY,10689
HWY AND STEELES W,10690
METRO ZOO BUS LOOP,10691
MORNINGVIEW TRIAL,10692
ANGUS GLEN LOOP AND MA,10693
COLONEL SAMUAL PARK AN,10694
DUDLEY E AND STEELES,10695
MARRAY ROSS AND STEELES,10696
E AND THE QUEENSWAY,10697
STEELES YONGE,10698
SPADINA AND WARDEN STATION,10699
STEPHEN AND THE QUEEN STATION,10700
ESARNSCLIF AND OAKWOOD,10701
BLOOE AND SHERBOURNE STATION,10702
MURRAY ROSS AN,10703
BROADVIEW AND RIVERDAL,10704
FARNHAM AND YONGE,10705
DUFFERIN AND THORBURN,10706
GLEN AND WHITNEY AV,10707
FINCH STATION AND MORNINGVIEW,10708
PLAINFIELD AND WRIGHT,10709
LAWRENCE AND VISTA HUMBER,10710
400 OFF RAMP AND FINCH,10711
JANE STATION TRETHEWEY,10712
MC MCCOWAN STATION AND STEELES,10713
CARLAW AND DUNDAS,10714
GORWA AND MORNING STAR,10715
ELLESMERE STATION AND MOORISH,10716
EGLINTON W AND GABI,10717
GLENOBLE AND PAVEWAY L,10718
KI AND WIDDECOME PLACE,10719
FOURTEENTH AND WARDEN,10720
ANTIBIS AND BATHURST,10721
MILITA AND OF T LOOP,10722
DIXON AND LAWRENCE,10723
DUFFERIN AND LIBERTY S,10724
JANE AND SCARLETT,10725
DUNDAS STATION ST W AND WILMAR,10726
MINN AND SHEPPARD,10727
ATWOO AND THISTLE DOWN,10728
DUNDAS AND SAMUEL WOOD,10729
MARBURY AND ROYWOOD,10730
NEWGATE AND TAPSCOTT,10731
PARKLAWN AND THE QUEEN STATION,10732
CARRIER AND HWY2,10733
JOHN GARLAND BETWEEN M,10734
EVAN AND THE W MALL,10735
BAYVIEW STATION AND MOORE,10736
CHISHOLM AND LUNSDEN,10737
DUFFERIN AND WATERLOO,10738
LANDSDOWN AND QUEEN STATION,10739
MUNITION AND VILLIERS,10740
ELLESMERE AND W SER,10741
MISSISSAUGA TRANSIT WA,10742
BLOOR S AND LANSDOWNE,10743
HUNTINGWOOD AND MOLLAR,10744
KINGSTON AND WHITE CAP,10745
SHEPPARD AMD F,10746
SHEPPARD AND TORBARRIE,10747
MURRY ROSS AND YORK UNIVERSITY,10748
400 AND JANE,10749
KIPLING AND MOUNT OLIV,10750
ELMER AND QUEEN,10751
NEVILLE PARK LOOP,10752
BYNG AND TANDRIDGE,10753
EGLIN AND MIDLAND,10754
EGLIT AND MIDLAND,10755
HILLCREST COMPLEX,10756
CREEMORE AND EVANS,10757
MORNINGSIDE AND NIGHT,10758
BOLINGBRO AND LAWRENCE,10759
JARVIS AND LAKSHORE,10760
NORTON AND YONGE,10761
EMMETTE AND VERONA,10762
HWY 27 AND STEELES EA,10763
STEELES LOOP OUTSIDE,10764
MT PLEASANT AND ST CLA,10765
LESLIE AND MARSHFIELD,10766
BLACK CREEK B AND JANE,10767
DENNISON AND WARDEN,10768
DON MILLS AND ST DENN,10769
FRONT AND TANNERY,10770
GREETREE AND TRETHEWEY,10771
DUPONT AND EMERSON,10772
BRUSSELS AND MIDLAND,10773
AND ORCHARD VIE,10774
BRIMLEY AND CORVETTE,10775
MARKHAM R AND SHEPPARD,10776
PARVIEW HILL CRES,10777
OF 400 COLLECTO,10778
GARY AND LANGSIDE,10779
ISLINGTON STATION STAITION,10780
FINCH STATION ISLINGTON STATION,10781
ITALIA AND ST CLAIR,10782
DOWNSVIEW AND KELLE,10783
MORNINGSIDE AND NIGHTST,10784
PINE VALLE AND STEELES,10785
WARDEN STATION DN HUNTINGWOOD,10786
ROSEDALE STATION STARTION,10787
DOWNWVIEW PA AND KEELE,10788
DOWNVIEW PAR AND KEELE,10789
BROOK AND YONGE,10790
ANTIBIES AND TORSDALE,10791
IMPERIAL S AND YONGE,10792
LAWRENCE STATION E STATION,10793
GRAND RAVINE AND KEELE,10794
HARN AND QUEEN STATION S PLATE,10795
GUILDWOOD AND SCARCLIF,10796
MALVERN GATE AND SHEPP,10797
MCCOWAN STATION AND PROGRESS,10798
DANFO AND MONARCH PARK,10799
ABERDEE AND PARLIAMENT,10800
MILL AND YONGE,10801
ARDORETUM AND THE POND,10802
DEEP DEE AND ELLESMERE,10803
DUNCAN CREEK TRAIL PED,10804
401 AND MARTIN GROVE,10805
N S AND SHERBOURNE,10806
CASHMAN AND LAMBTON,10807
OLD ORCHARD AND,10808
ANTHIA AND ISLINGTON,10809
DARTHELL AND DAVENPORT,10810
HUMBERWOOD BVLD AND MO,10811
WESTON AND WILSON STATION,10812
EGLINTON W AND GUES,10813
GERRARD AND ST MUNRO,10814
ATLANTIS AND KING STATION,10815
CUMMER AND MCCOWAN STATION,10816
KEELE STATION AND TRETHEWEY,10817
GILTSPER AND MAGELLAN,10818
KINGSTON AND NEILSON A,10819
MRTIN GROVE AND STEELES,10820
ALBION AND SANAGAN,10821
DI AND ROYAL YORK,10822
A AND BRITISH COLUMBIA,10823
DIXON AND ROYAL YOR,10824
CHOICE AND KINGSTON,10825
CANADA LOOP MAN,10826
NEVILLE AND QUEEN,10827
BLOOR AND HWY,10828
BURNAMTHORPE AND E,10829
HEAVYTREE,10830
KIPLING AND PRINCE GEO,10831
HEATHERSI AND PHARMACY,10832
EVANS AND WESTMALL,10833
MAPLE AND VAUGHAN,10834
57 AND MABELLE,10835
QUEENSWAY AND S KI,10836
LAKESHORE DIVISION,10837
FINCH STATION CORR AND MIDLAND,10838
EASTBOURNE AND WILSON,10839
STEELES AND VALLONCLIF,10840
DASHWO AND THISTLEDOWN,10841
BAYMILLS AND SHEPPARD,10842
FINCH STATION STATIOIN,10843
AIRPORT AND BEVERLY,10844
DYANMIC AND MCNICOLL,10845
QUEEN STATION AND WINERVA,10846
JARVIS AND QUEEN STATION QUA,10847
RENFORTH AND,10848
KENSIDE AND ROYWOOD,10849
ARLETA AND JOHN LINDSA,10850
FINCH AND TOBEMORY,10851
AVEUNE AND LAWRENCE,10852
LO AND UPPER CANADA,10853
DANFORTH AND WOLFE AV,10854
KIPLING STATION AND STEELES W,10855
MORNINGSIDE AND PASSMOR,10856
BAY AND HARBORD,10857
LIBERTY AND STRATCHAN,10858
BISON AND GREENWIN,10859
LAKESHORE AND SEVENTH,10860
BURNHAMTHORE AND MILL,10861
CLANTON PA AND FAYWOOD,10862
AND LOWTHER,10863
GARRYB AND HUNTINGWOOD,10864
ALBION AND BYNG,10865
KEE AND SHEPPARD W,10866
LONG BRANCH LOOP 3830,10867
GIBSON AV AND SPEERS A,10868
DUFFERIN STATION QUEEN STATION,10869
GILTSPUR AND PURCHA,10870
AND TUDOR,10871
CARRIER AND HWY,10872
GREEN VILLAGE GATE,10873
SLINGSHOT,10874
ALLIANCE AND DALRYMAPL,10875
LAKESHORE,10876
LAKESHO AND THIRTEENTH,10877
SETTTLERS AND SHEPPARD,10878
GUILDWOOD AND LIV,10879
SHEPPARD AND YONGE STATIO,10880
FENCESI AND YORK MILLS,10881
BATHURST STATION STAITION,10882
DANFORTH AND WARDEN STATION W,10883
BRENCTLIF AND EGLINTON,10884
DAVEAN AND DUNLACE,10885
FENELON AND GRAYDON,10886
BATHURST STATION AND VAUGHN,10887
KIPLING STATION AND SIGNAL HILL,10888
ATKINSON AND SPRING GA,10889
CORDELLA AND LOUVIN,10890
MURR AND STEELES W,10891
SHEPPARD-YONGE STATION BUS PLA,10892
LESLIE STATION AND LESMILL,10893
CELEST AND KINGSTON,10894
DANFORTH AND N WOO,10895
EGLINTON STATION 1106 AM,10896
BATHURST AND SOUTHBORN,10897
GWYNNE AND KING,10898
RED LEA LOOP,10899
AV AND MARKHAM,10900
DUNDAS STATION W AND SCARLETT,10901
BAY AND FRONT BUS IS,10902
EGLINTON W IN FRON,10903
SHOREH AND THE POND,10904
LYNN AND THE E MALL,10905
STEELES NAD FUTURITY,10906
MCCOWAN AND MELDAZY,10907
PARKLAWN AND QUEEN STATION WA,10908
MCCAWON AND SANDHURST,10909
SEWELLS AND TRAIL,10910
HOWARD MOSCOE WY,10911
PRIN AND PRINCE S,10912
FAITH AND FAYWOOD,10913
PIONEEER VILLAGE STATI,10914
COLLEGE AND SPADINA STATION,10915
DON MILLS STATION STATIION,10916
QUEEN AND RONCESVALLES,10917
BROWN S LIN AND EVAN S,10918
COLBEC AND JANE,10919
CHELMSFORD AND DRWERY,10920
MASS AND SHEPPARD E,10921
DON MILLS STATION 25,10922
DON MIL AND YOKR MILLS,10923
ROYAL YORK STATION QUEENSWAY,10924
CATCLE FRANK STATION,10925
RICHMOND AND SHERBOURNE,10926
OLD AND YORK MILLS,10927
DOVEDALE AND NUGGET,10928
CENNITAL COLLEGE STATION LOOP,10929
AIRPORT AND RIDON,10930
MCNICOLL MIDDLEFIELD,10931
HOPEDALE W AND PAPE,10932
DON MIILS STATION,10933
FINCH AND MILVAN D,10934
STEELES AND YONGE STE,10935
KIPLING STATION LOOP AND STEELES,10936
BRIMLEY AND PITFIELD,10937
CHARLOTTE AND LAWRENCE,10938
SUNNY SIDE LOOP,10939
HUPFIELD TRAIL,10940
VICTORIA PARK STATION DON M,10941
BIRC AND SHEPPARD E,10942
BURNHAMTH AND EASTMALL,10943
CARLINGVI AND LAWRENCE,10944
JUNE STATION,10945
KELVIN AND WALSH,10946
LAWRENCE AND ST EDMUND,10947
BALLIOL AND YONGE,10948
NEAR 720 MIDLAND,10949
MICHEAL POWER ST JOSEP,10950
DUNDAS STATION ST W AND GILMOU,10951
QUEEN STATION Q AND SHERBOURNE,10952
LITTLES AND OLD FINCH,10953
CAWT AND THE QUEENSWAY,10954
EGLINTON AND FALMOUNT,10955
DOCKSIDE AND QUEENSQUA,10956
CURZON AND QUEEN,10957
EGLINTON STATOIN,10958
DUBRAY AND WILSON STATION,10959
KENNEDY STATION STAWTION,10960
CAMBR AND MORNING STAT,10961
RIMR AND WILLIAM ALLEN,10962
BROADVIEW AND FERNWOOD,10963
ATLAS AND VAUGHAN,10964
LOMA AND QUEENSWAY,10965
BOTF AND BURNHAMTHORPE,10966
LANSDOWNE AND SEA,10967
MURRY AND WILSON,10968
CARLAW AND DICKENS,10969
BARTOR AND SHEPPARD,10970
ARLINGTON AND ST CLAIR,10971
KEELE STATION AND NEILSON,10972
OSSINGTON AND SHAW,10973
DAVENPORT AND LAUGHTO,10974
EGLINTON AND TARLTON,10975
DUNDAS STATION W AND POPLAR AV,10976
BARTON N AND BATHURST,10977
LEASIDE BRIDGE MILLWOOD,10978
AIRPORT AND DERRY R,10979
THE E MALL A,10980
EGLINTON W AND GAB,10981
BRIMLEY AND DALLYN CRE,10982
ANTIBES AND PLUM TREE,10983
OLD W AND ST C,10984
KING AND QUEENSWAY,10985
HARBORD AND MAJOR,10986
AVON LOOP AND ROGERS,10987
PIONEER VILLAGE STATION SATION,10988
SCOLLARD AND YONGE,10989
AND DONLA AND DANFORTH,10990
GLEN MANO AND KINGSTON,10991
FINCH AND WILRED,10992
BERTRAND A AND KENNEDY,10993
MEADOWVALE AND SHEP,10994
VALLEYWOOD,10995
MT DENNIS GARARGE,10996
HOLIDAY AND MALL,10997
SLOAN AND SWEENEY,10998
ALTON TOWERS N AND MCC,10999
STEELES NORTH AND WARDEN,11000
BAECREST AND THE W,11001
LAWRENCE AND UNDER,11002
FINCH STATION BUS BA,11003
GUNNS AND ST CLAIR,11004
SHERBOURNE STATION ADELAIDE,11005
HUMBER COLLEGE STATION S O,11006
LORD SEATON AND YORKMI,11007
BATHURST AND ROSEMARY,11008
HWY 407,11009
BELLAMY AND NORTHLEIGH,11010
LANDSDOWNE AND SEAFORT,11011
CLIN AND VICTORIA PARK,11012
FRASER AND LIBERTY,11013
DUNCAN AND QUEEN STATION,11014
WOODBINE STATION CASINO 555,11015
FINCH STATION E AND WILLOW,11016
BATHURST AND DONLAKE G,11017
CURLINGVIEW AND INTERN,11018
RAGLAN AND ST CLAIR,11019
401 N AND BRIMLEY,11020
LOWER LEVEL WILSON STATION,11021
DUNCANWOOD D AND FINCH,11022
ALTON AND MCCOWAN,11023
NEIL MCNEIL HIGH SCHOO,11024
CASS AND VICTORIA PARK,11025
LAIRD AND STICKNEY,11026
CHRISTIE STATION DIVERSION,11027
MCNICOLL AND PINEWAY,11028
ATOMIC AND QUEENSWAY,11029
EGLINTON AND WINON,11030
YORK UNIVERSITY STATION,11031
BATHURST AND KENTON,11032
BALES AND SHEPPARD,11033
HWY 427 RAMP AND PE,11034
HUMBERWOOD AND ST CLAIR,11035
FINCH AND FINCHDEAN,11036
CUMMER AND MAXHOME,11037
UNVERSITY OF TORONTO B,11038
BLOOR N AND KEELE,11039
DANFORTH ANDE VICTORIA,11040
HIGH AND SIGNET,11041
CUTIRY AND HOLLINGER,11042
POPLAR PL AND ST CLAIR,11043
FREEMAN AND WARDEN,11044
PETROLIA,11045
KING AND QUEEN STATION,11046
COMSTOCK AND FAULKLAND,11047
BENNETT AND BRIMLEY,11048
49THORNCLIFFE PARK,11049
BATHURST AND BRENT HAL,11050
GO TREMIN AND YORKDALE,11051
NEW TORONTO,11052
MAPLE BUSH AND WESTON,11053
MOUNT PLEASANT AND ST,11054
BEECHWOOD AND LAMBTON,11055
YORK ACRES PARKIN,11056
FIRGROVE NORTH AND JANE,11057
BATHURST AND VERWOOD,11058
EGLINTON AND PARK HILL,11059
LAKESHORE AND WINDERME,11060
ALLAN AND SHEPPARD,11061
TRANSWAY CRESCENT KE,11062
STEELES AND VAUGHAN,11063
GRAYDON HALL AND YORK,11064
YONGE CUMMER,11065
DOWNSVIEW AND KEELE,11066
STEELES WESTON,11067
PIONNER VILLAGE,11068
MOUNTCA AND WINTERMUTE,11069
CANARCTIC AND THE POND,11070
KING AND LOWER RIVER,11071
HUMBER COLELGE BUS,11072
GOODERHAM AND LAWRENCE,11073
KENNEDY AND LANDSEER R,11074
PASSMORE AND STEELES,11075
GLENDAR AND ROYAL YORK,11076
ROUGE HIL AND SHEPPARD,11077
BOB AND MILITARY TRAIL,11078
BLACK CREEK AND LAW,11079
FINCH AND WIMMINGTON A,11080
ALBION AND WILSON STATION,11081
LAWRENCE AND TOWER,11082
SHEPPARD BATHU,11083
ASNFORD AND FAYWOOD,11084
CORPORATE AND PROGR,11085
BURNHAMTHORPE AND MEAD,11086
ATTWELL BETWEEN,11087
QUEEN STATION S QUAY AND SMALL,11088
MAJOR AND PROSPECTOR S,11089
E AND SHEPPARD W,11090
OPPOSITE 366 AND THE E,11091
BIRCHMOUNT AND BRIAR H,11092
DON VALLEY AND QUEEN,11093
DUNKIRK AND MORTIMER,11094
BOUCHETTE AND LAKE SHO,11095
WILLAMSON AND WINEVA,11096
PROMENADE TERMINAL,11097
ATKINSON AND DUNDURN,11098
BRIDLEWOO AND SHEPPARD,11099
GRENOBLE AND LEEWARD G,11100
LAURENTIDE AND SILVERD,11101
DUFFERIN AND GORDEON,11102
OV AND THORNCLIFF PARK,11103
IONSTONE AND MARKHAM,11104
COMMONS D AND SHEPPARD,11105
CARDCLIFF AND EGLINTON,11106
STEELES AND YONGE EAST,11107
OVE AND WILLIAM MORGAN,11108
ABRAHA AND SHEPPARD W,11109
MIDLAND AND REDLEA,11110
COSBURN E AND PAPE,11111
KINGSTON V,11112
SETTLER AND STEELES E,11113
LAURENTID AND WOODBINE,11114
CARL AND DOWNVIEW PARK,11115
SUTH AND VICTORIA PARK,11116
BURNAMTH AND ISLINGTON,11117
ST CLAIR STATION ON,11118
SPRINGHURT LOOP,11119
STEELES LOOP W MAR,11120
STEELES AND YONGE LO,11121
KINGSTON S,11122
BRENDEN AND MOORE,11123
LESLIE STATION AND MARKHAM,11124
EARLSCOURT AND ST CLA,11125
DUFFERIN AND MILLIKEN,11126
LAWRENCE AND MARCOS,11127
EMIT AND VERONA,11128
EGLINTON AND RANEE,11129
DIXON AND GOLFWOOD HEI,11130
JOHNSTON AND YONGE,11131
DUNDAS AND MICHAEL POW,11132
NEAR LAWRENCE STATION W STATION,11133
FAWCE AND SEWELLS,11134
LOWER JARVIS AND QUEEN,11135
BATHURST STATION AND CARPENTER,11136
MCCOWAN AND NEILSON NORTH,11137
BATHURST AND HOTSPUR R,11138
SHALE GATE AND STEELES,11139
ASH BRIDGE BAY STATION LOOP,11140
RONCESVALLES CAR HOUSE,11141
CHRI AND ST CLAIR,11142
KENNEDY STATION GO STATION,11143
MCNICOLL YARD,11144
NEI AND SHEPPARD,11145
BELLFIELD AND MARTINGR,11146
ST CLAIR STATION E AND WARDEN,11147
BELLAMY AND GRANGEWAY,11148
JANE AND ST JOHN,11149
COLBOURNE,11150
COXWELL AND ROBBINS AV,11151
ST CLAIR STATION W AND WEL,11152
BREN AND VICTORIA PARK,11153
ATTWELL AND BELLFIELD,11154
BAYWOOD AND ROYALCREST,11155
MARKHAM AND NEILSON,11156
GRAYDON HALL YORK MILLS STATION,11157
KINGSTON BETWEEN MCCOWAN STATION,11158
KEELE STATION AND YORE,11159
QUEEN AND STRATCHAN,11160
KINCORT AND SHEFFILED,11161
MEADOWAVALE AND SHEPPARD,11162
KINCO AND NORTHWESTERN,11163
BE AND CONNOR,11164
LOWER J AND PARLIAMENT,11165
CHURCH AND WILLOWDALE,11166
ELMBURST AND HINTON,11167
EDGAR WOOD AND STEELES,11168
HILLCRE AND WILLOWDALE,11169
FIFTEENT AND LAKESHORE,11170
ANNETTE AND CLENDENAN,11171
SHELDRAKE AND YONGE,11172
MORNING STAR LOOP,11173
COSBURN AND E YORK,11174
CONSUMERS AND WILLIAM,11175
PETHERHIL AND WILSON,11176
SPADINA AND ST CLAIR STATION A,11177
CHARLES HI AND OVERLEA,11178
DUFFERIN AND MUIR,11179
GLEN AND SCHOFIELD,11180
HIGHLAND AND SCHOFIELD,11181
MOUNT PLEASANT AND RAN,11182
VAUGHN CHERRYWOOD,11183
FINCH STATION NORT AND WARDEN,11184
HUMBER AND LUVIN,11185
OLD WEST AND ST CALIR,11186
BANT AND SHEPPARD W,11187
REDLEA A AND STEELES,11188
CONNAUGHT AND STEELES,11189
ESPLANADE AND LOWER SH,11190
EMPIRE AND QUEEN,11191
KIPLING STATION STTION,11192
MOUNT PLEASENT AND ST,11193
CORDOVA AND MAYBELLE,11194
JET LINER AND LAWRENCE STATION,11195
EARSDALE AND OAKWOOD,11196
FLERIMAC AND LAWRENCE,11197
SHEPPARD WSEST STATION,11198
LAKESHORE AND THIRTY N,11199
MARKHAM 14TH,11200
DEANVAR AND VICTORIA,11201
DON MILLS AND DONWAY W,11202
EGLINTON AND THERMOS,11203
E M AND QUEEN,11204
FINCH AND NORWOOD,11205
COXWELL STATION AND DUNDAS,11206
DUDLEY AND SHEPPARD,11207
WILSON STATION UPPER B,11208
AVOCA WEST AND PLEASANT,11209
SMOOTH RO AND YORKLAND,11210
HILLCREST COMPLEX GU,11211
SIR WILLIAM HEARST,11212
HUMBER COLLEGE AND,11213
HOLYWELL AND KIPLING,11214
BATHURST AND FAIRHOLME,11215
HUMBER COLLEGE STATION BLVE AN,11216
DUPONT STATION AND JANE,11217
DALNER AND WILSON,11218
EASTDALE AND SECOR,11219
LAWRENCE AND WEXFORD,11220
AND YORKVILLE,11221
BELMONT STRE AND YONGE,11222
BROADVIEW AND HOGARTH,11223
BERRYMORE AND DANFORTH,11224
EVA AND THE W MALL,11225
BLAKE AND GRANTBROOK,11226
DUFFERIN AND DUNDAS STATION WEST STATION,11227
BROWN S LINE AND FINSB,11228
BATHURST AND FRONTENAC,11229
MARDOWVALE LOOP,11230
DANFORTH AND LOGAN,11231
LAWRENCE AND MARTIN GR,11232
GARRATT AND KATHERINE,11233
DRIFTWOOD AND LONDON G,11234
QUEENSWAY GARAGAE,11235
QUEENSWAY AND RONCESVA,11236
JANE AND WEATHERALL,11237
ANDERSON AND ORIOLE,11238
BURNAMTH AND MALL,11239
MAJOR MACK AND MCCOWAN,11240
CONCORD AND HALLAM,11241
CHAPLIN CRES AND EGLIN,11242
DUNN AND KING,11243
DURNFORD AND RYLANDER,11244
DEAUVILLE AND DENNIS,11245
KEELE STATION AND TANGIERS,11246
KIPLING AND W WAY,11247
JAMESON AND QUEEN,11248
BEECROFT AND ELMHURST,11249
KODIAK CRESCENT AND SH,11250
BLOOR AND WESTMALL,11251
ARLETA AND MEDAL LANE,11252
BATHURST AND CENTRE,11253
CAWELL AND ROYAL YORK,11254
GLENLAKE AND KELLE,11255
STEELES AND TANGREEN C,11256
FAIRWAY HE AND STEELES,11257
BYNG AND TANBRIDGE,11258
EGLINTON AND WALDER,11259
KINCORT AND SHEFFIELD,11260
IRVINE AND LAWSON,11261
GOLDWYNN AND JANE,11262
NORTHFI AND ORTON PARK,11263
PLAINS AND WOODBINE,11264
ARDAH AND JANE,11265
BLOOR AND COSMO,11266
NOVA SCOTI AND PRINCES,11267
EXIT 40 AND TERMINAL 3,11268
BEECHGROVE AND BETHLEY,11269
HIGHLAND AND ROXBOROUG,11270
COSBOURN AND PAPE STATION,11271
CUMMER AND WILLOW,11272
CLIFF AND HUMBER,11273
BRIMLEY AND MCCOOL,11274
KIPLING STATION STARTION,11275
DANFORTH AND LINSMORE,11276
SLOANE AND WIGMORE,11277
BATHURST AND SHALLMAR,11278
CALYSON AND WILSON STATION,11279
STEELES LOOP MARTINGR,11280
BIRCHMOUNT AND HWY,11281
EATON AND KENNEDY,11282
LAWRENCE AND MILDEN HA,11283
SIGNAL HILL AND ST,11284
MACKLEN AND SUMMERHILL,11285
ROE AND,11286
WESTON BLACK CREEK,11287
BIRCHMOUNT GARAGE TR,11288
FINCH AND HUNTINGDALE,11289
MAPLE AD GLEN,11290
DUNDAS AND SHUTER,11291
HOSPITAL AND WELLNES W,11292
CRESEN AND MT PLEASANT,11293
KINGSTON AND ST CL,11294
ST CLAIR AND VAUGHAN R,11295
HUMBER COLLAGE,11296
CALEDONIA AND DUFFERIN,11297
CHILCHOT AND ISLINGTON,11298
ORDNANCE AND STRACHAN,11299
ROCKVALE AND ROGERS,11300
LIPTON AND PAPE STATION,11301
CHRISTIE AND TYRREL,11302
ELLESMERE AND VIC PARK,11303
MONDOVI G AND ST CLAIR,11304
GARDINER AND SPADINA STATION,11305
BISHOP SOUT AND YONGE,11306
BEECHGROVE AND JANELLA,11307
BEXLEY AND JANE,11308
FIRGROVE AND JAND,11309
NUGGET AND SHORTIN,11310
ALLIANCE AND DALRY,11311
QUEENSWAY AND RONCESSA,11312
BRIAR HILL A AND YONGE,11313
YONGE S AND YORK MILLS,11314
BOWLE AND DUFFERIN,11315
FINCH AND VICTORIA,11316
SHERBOURNE STATION BETWEEN WEL,11317
MARTIN GROOVE AND TOLL,11318
KENWOOD AND ST CLAIR,11319
ELMHURST AND HALLOW CR,11320
ISLINGTON AND MILADY,11321
LESLIE AND MOSLEY,11322
KIRKWOOD N AND LESLIE,11323
MARTIN GROVE REXDALE B,11324
TRETHEWEY AMD JANE STATION,11325
MCCAUL LOOP,11326
KING STATION AND QUEENSWAY,11327
DOUGLAS AND GELN,11328
MCCOWAN STATION LOOP STEELES,11329
LAYNARD AND WESTON,11330
DAVEAN AND SHOULDICE,11331
CALVINGTON AND FORTH B,11332
EGLINTON AND JARVIS,11333
ANNABELLE AND KIPLING,11334
DON MI AND FREASHMEDOW,11335
BIRCHMOUNT AND COURSE,11336
HWY 407 TERMINAL,11337
TERMINAL 3 GROUND LEVE,11338
FRESHMEDOW AND YELLOW,11339
LAKESHORE AND ROY,11340
COMMISSIONERS AND NEW,11341
EASTSI AND QUEEN,11342
JANE AND MONTYE,11343
PHARMACY AND ST BEDES,11344
WILSON STATION STATON,11345
BANNOCK B AND BATHURST,11346
PRINCES GATES CANADA,11347
FINCH STATION W AND NORFINCH,11348
JANE AND SAN ROMANO WA,11349
DUPONT STATION EA AND STEELES,11350
SHEPPARD BETWEEN VIC,11351
SILVER BELL LANE,11352
PAN AM LOOP,11353
PORTLAND AND WESLEY,11354
GRAND RAVINE AND JANE,11355
LELAND AND ROYAL YORK,11356
KENNEDY STATION AND MCNOCILL,11357
DURNFORD AND TAILPIPE,11358
SHEPPARD W AND WESTON,11359
DUNDAS AND SHERIDAN,11360
ALLEN AND RANEE,11361
BISHOP ALLEN SCHOOL,11362
LONG AND MARTIN GROVE,11363
ARMISTICE AND BA,11364
BOWATER AND WARDEN,11365
ELM AND S,11366
