location,location_id
HWY 2 AND LAWSON,5493
DUFFERIN AND FINC,5494
PEARSON AND TERMINAL 3,5495
CONFERENCE AND PO,5496
QUEEN STATION PARK CRESCENT,5497
MCDONNEL AND SEAFORTH,5498
EGLINTON AND MOUNT DEN,5499
BATHURST AND CANYON,5500
BATHURST AND MONTCLAIR,5501
CULFORD AND WYNDALE,5502
ELMHURST,5503
ST CLAIRY STATION,5504
BATHURST AND CRANBROOK,5505
SHERBOURNE STATION ST,5506
KIMBARK AND LAWRENCE,5507
HUMBER COLLEGE STATION BOULEVA,5508
JUST AND MARKHAM,5509
JOHN AND RUNNYMEDE,5510
OID YOR AND YORK MILLS,5511
FINCH AND VIGILWOOD,5512
ORMONT AMD WESTON,5513
MORNINGSIDE AND PROGRESS,5514
INCH STATION,5515
DAVENPORT AND WELMER,5516
PORTLAND AND ROYAL YOR,5517
COXWELL AND LOWER GERR,5518
EGLINTON AND MAXWELL,5519
HUNTINGWOOD CLUB AND KINGSTON,5520
ELMHURST AND FORDWICH,5521
KENNARD AND WILSON STATION,5522
SCARBOROUGH STATION,5523
GERRARD AND WAYLAND,5524
ISLINGTON AND MEADOWVA,5525
JANE AND METHUEN,5526
GLENHOME AND ROGERS,5527
CORNATION AND WALLSEND,5528
BAYVIEW AND KILGOUR,5529
LAWRENCE AND TREMONT C,5530
RICHMON AND SHERBOURNE,5531
HUNTINGWOOD AND KENNEDY STATION,5532
KENNEDY STATION ND RANSTONE,5533
JESSMOND AND OAKWOOD,5534
CUMBERLAND AND YONGE,5535
MARLEE AND RIDELLE,5536
THE E MALL ANDBLOOR,5537
CRAOGTON AND PHARMACY,5538
NEWFOUNDLA AND PRINCES,5539
MORECAMBE AND VICTORIA,5540
NORSEM AND ROYAL YORK,5541
DONLANDS STATIONS,5542
YOEK MILLS STATION,5543
HENRY KERSY PUBLIC SCH,5544
EGLONT AND MARLEE,5545
ALLNESS AND STEELES,5546
AND DUPONT STATION,5547
CRANBERR AND NIGHTSTAR,5548
ISLINGTON AND KINGSVI,5549
CASTLETON AND HENRIETT,5550
AND HILLHUST,5551
COXWELL STATION AND STRATHMORE,5552
RAINLEIGH AND YONGE,5553
SERVICE AND ST A,5554
BROWN S LINE AND JELLI,5555
LANSDOWNE AND ST CLAI,5556
COXWELL AND SPRINGDALE,5557
CONNAUGHT C AND VAUGHN,5558
CONNOT AND HOPEDALE,5559
ORMONT,5560
HE AND YORK MILLS,5561
GARDNER EX AND KIPLING,5562
MARKHAM AND PAINTED,5563
COOK AND SENTINEL,5564
KENMARK,5565
BAYVIEW AND BAYVIEW STATION MEW,5566
CRAIGHTON AND VICTORIA,5567
GIHON AND MARTIN GROVE,5568
EGLINTON AND WINONA,5569
LIVINGSTONE AND MARLEE,5570
EVANSB AND KIPLING,5571
ELLINOR AND LAWRENCE,5572
DINGWAL AND PAPE,5573
BROADOAKS AND KEELE STATION N,5574
ISLINGTON AND TORBOLTO,5575
HANNA AND SUTHERLAND,5576
LESLIE AND ORIOLE GO S,5577
BROCKLEY AND MIDLAND,5578
CHAPLING AND DUPLEX,5579
BECKFORD AND LOWTHER,5580
GOLFDOWN AND ISLINGTON,5581
GREENCEDA AND LAWRENCE,5582
TERMINAL 3 BUS STOP,5583
KIPLING STATION 44 BA,5584
GRANDSTAND ENTRANCE AN,5585
PEARSON AIRPORT TEMINAL,5586
HAMSTEAD AND LAKE,5587
PARKLAWN AND QUEENSWAY,5588
DUFFERIN AND SUPERTEST,5589
TORONTO,5590
STARYSPRAY LOOP,5591
COMMISSIONE AND LESLIE,5592
MCCOWAN STATION AND NUGGET,5593
GLEN E AND MT PLEASANT,5594
SIGNAL HILL AND STEIN,5595
MARTIN ROSS,5596
HUMBERLINE AND WOODLOT,5597
COMSUMERS AND YORKLAND,5598
METROGATE AND VILLAGE,5599
ARNOLD AND EVANS,5600
BEAUMON AND ISLINGTON,5601
DUFFERIN AND HWY 4,5602
KEELE STATION S AND STEELES,5603
GUILDW AND KINGSTON,5604
5050 5068 SHEPPARD AV,5605
SETTLER AND STEELES,5606
EDGELEY AND HWY 7,5607
STEELES LOO AND YONGE,5608
LOWER SHERBOURNE AND Q,5609
BEECHHELL AND EGLINTON,5610
LAURA,5611
SENTINEL AND SHEPPARD W,5612
DUNDAS STATION ADN ACORN,5613
COLLEGE AND QUEEN STATION PAR,5614
WELLINGTON AND YORK,5615
SHEPPARD W AND TUSCAN,5616
FERRIS AND PLAXTON,5617
KENNEDY AND LANDSEER,5618
NEWFOUNDL AND PRINCESS,5619
BAYVIEW AND TUDOR GATE,5620
MCCOWAN STATION AND SIXTEETH,5621
WOODBINE STATION YO,5622
CANLISH AND LAWRENCE,5623
BRENYON AND SHEPPARD,5624
BRIDGELAND BETWEEN C,5625
AIRPORT LOOP,5626
HART H AND QUEEN STATION PARK,5627
LAVIN AND MARTIN GROVE,5628
LAKE AND NEW CHERRY,5629
MT DENNIS,5630
BLOOR AND MANNING,5631
DVP AND LAWRE,5632
QUEEN STATION QUAY AND SHERBO,5633
DANFORTH AND N,5634
CLIFTON AND ST CLAIR,5635
UTSC BUS LOOP MILITA,5636
LUMSDEN AND OAK PARK,5637
SHEPPARD AND WILSON STATION,5638
GAUDAUR AND STEELES,5639
DUGGAN AND ORIOLE,5640
GLENHOME AND HOLLAND P,5641
BROADVIEW AND WOLFE,5642
OVERLEA,5643
DUNCANWOOD AND FINCH,5644
LAKE SHORE AND MILES,5645
COLONEL SAMUEL SMITH,5646
KIPLING AND REDCLIFF,5647
ELLIS AND JANE,5648
BRINLOOR AND KINGSTON,5649
EGLINTON AND MARTIN GROVE,5650
CASSANDR AND UNDERHILL,5651
FINCH AND HWY 404,5652
LAKESHORE AND PARKLAWN,5653
COSBURN AND WESTLAKE,5654
MANSTO AND QUEEN,5655
ATRIUM AND SHEPPARD,5656
COSBURN AND OAKPARK,5657
MORNIN AND MORNINGVIEW,5658
SWAN AND VICTORIA PARK,5659
WINDERMERE PLACE,5660
ELLESMERE AND WYE VALLE,5661
HAVENVIEW AND SHEPPARD,5662
DUPONT AND SYMMINGTON,5663
BATHURST AND CHARLESWO,5664
LAWRENCE AND LORINDALE,5665
TODD BAY STATION AND TRETHEWEY,5666
HAVENDALE AND MIDLAND,5667
MILITARY TR AND PAN AM,5668
COE HILL AND ELLIS GAR,5669
MARKHAM AND NEW DELHI,5670
BEACH AND BLUFFERS PK,5671
FORDOV AND MORNINGSIDE,5672
MARKHAM AND PANDORA,5673
EGL AND MOUNT PLEASANT,5674
LAWRENCE AND RUSHLEY,5675
CONC AND CONCORD PLACE,5676
HWY 40 AND MORNINGSIDE,5677
GORD AND THE E MALL,5678
KING AND TORONTO,5679
MIDLAND AND WEYBRIGHT,5680
AMAZON CENTRE,5681
AIRPORT AND MORNING,5682
HIRON AND MULOCK,5683
HWY 27 AND QUEEN STATION S PLA,5684
FINCH STATION LRT STOP BY STEV,5685
BELL RO AND ROYAL YORK,5686
HIRONS AND MULOCK,5687
MALL AND ST ALBAN,5688
ELLIS AND LAKE SHORE,5689
BATHURST AND MCALLISTE,5690
COSBURN AND LINSMORE,5691
BROOOKMERE AND ELLESMERE STATION,5692
BRECKON G AND SHEPPARD,5693
PATON AND SYMINGTON,5694
QUEEN AND WOODBINE STATION,5695
BARINGTON AND DANFORTH,5696
BRYANT AND SHEPPARD,5697
CONNOR AND CRANBORNE,5698
DON MILLS AND FRESH ME,5699
LAWRENCE STATION MIDLAND STATION,5700
KING STATION AND SUDBURY,5701
DOCKSID AND QUEEN STATION QUAY,5702
FREELA AND QUEEN STATION QUAY,5703
BIRCHMOUNT AND EXFORD,5704
STC STATION 903 SB P,5705
QUEEN STATION S PARK AND WELLE,5706
COLBALT AND JANE,5707
LYNEDOCK AND NESS,5708
E WALK AND SHEPPARD,5709
FINCH STATION WESTON,5710
FINCH AND WINLOCK,5711
MIKADO AND RANEE,5712
OF T LOOP,5713
LAKE SH AND ROYAL YORK,5714
TERMINAL THREE KIPL,5715
STEELES AND TORRESDALE,5716
WELLESWORTH ADN DIXFIE,5717
ELM AND LAWRENCE,5718
QUEEN STATION PARK AND ST JOS,5719
AND MUSEUM STATION D,5720
CONLEY AND STEELES,5721
KENNEDY AND NORCAP,5722
BAY STATION AND SHEPPARD E,5723
GERRARD STATION AND UNIVERSITY,5724
BAY AND HAGERMAN,5725
EXIT RAMP AND WESTON,5726
BRITANNIA AND ST CLAIR,5727
EVANS AND THE W MAL,5728
BEECHGR AND CORONATION,5729
BENTON,5730
MIL AND MOUNT PLEASANT,5731
HWY 7 AND MARKHAM,5732
EV AND SHERWAY GARDENS,5733
LINKWOOD AND ST DENNI,5734
ELLESE AND MORNINGSIDE,5735
RYLANDER AND SHEPPARD,5736
KINGSTON AND NEILSON,5737
BRENYON WAY AND SEWELL,5738
BEVERLY AND WILSON,5739
ELLENDALE AND KENNEDY,5740
WILSON STATIONS,5741
FELBRIGG AND YONGE BLV,5742
BED AND PRINCE AURTHER,5743
COTTON W AND DANFORTH,5744
KING AND SUMACH,5745
YONGE AND YORKVILLE AV,5746
HARTFORD AND WOODBINE,5747
EASTMALL AND RATHBURN,5748
WARDEN STATION BUS BAY STATION,5749
YORK MILLS STATION TO,5750
KEELE AND RUSTIC SOUT,5751
GLENORCH AND PARK LANE,5752
ALNESS AND FINCH STATION,5753
GENERAL DELAY,5754
GLENVALLEY AND WESTON,5755
FINCH AND,5756
WILSON STATION KING STATION,5757
BROWN S LINE AND DOVER,5758
MORRI AND OLD KINGSTON,5759
YONGE BLOOR DUNDAS STATION,5760
GASPE,5761
MARTIN GROVE AND NOTIN,5762
KIPLING STATION ALBION,5763
BLOOR AND COLBORNE LOD,5764
ELLESEM AND MEADOWVALE,5765
COLLINISG AND LAWRENCE,5766
NORTHTOWN,5767
JACK LAYTON AND ST MAT,5768
E MALL AND EGLINTON,5769
MEADOVWALE AND SHEPPARD,5770
BATHURST STATION AND INVERMAY,5771
GLENCOVE AND WARDEN,5772
PALK AND STAINES,5773
MEADOWBAN AND RATHBURN,5774
ALLENBY AND ISLINGTON,5775
KENNEDY AND TROJAN,5776
FINCH AND RAINTHORPE,5777
BASS AND VICTORIA PARK,5778
401 AND MCCOWAN,5779
FINCH AND SILVERSTONE,5780
MACLENN AND SUMMERHILL,5781
EGLINTON AND RAWLINSON,5782
MARYDALE AND STEELES,5783
EGLINTON AND STRATHEAR,5784
MORNINGSIDE AND STAINS,5785
TWELFTH,5786
GUESTVILLE,5787
HARBORD AND ROBERT,5788
WOODBINE AND,5789
HINTON AND KIPLING,5790
KIPLING AND ST ANDREWS,5791
401 AND HWY 427,5792
BETH NEILSON AND PA,5793
WOOBIND RACTRACK LOOP,5794
COXWELL AND COXWELL STATION,5795
SHERBOURNE AND SHUTTER,5796
STEELES AND THURMAN,5797
ST L AND THE QUEENSWAY,5798
FINCH STATION AND TOBERMORY,5799
HOSKIN AND QUEEN STATION PARK,5800
CHRISTIE AND MELITA,5801
DUNDAS AND GILMOUR,5802
COSBURN AND WESTLAIKE,5803
DUNDAS AND JONES,5804
GILTSPUR AND MAGELLAN,5805
MARTIN GROVE SND STEELES,5806
NORTHEND PARKETTE,5807
OPPOSITE W AND STEELES,5808
DAVENPORT AND T,5809
UPJOHN AND YORK MILLS,5810
IONVIEW AND ROSEMOUNT,5811
JAMES PARR AND MCCOWAN,5812
ISLINGTONSTATION,5813
CLEGG AND WARDEN,5814
CROSSLAND AND PENWORTH,5815
MCNICOLL AND MICHAEL,5816
GRENOBLE AND SPANBR,5817
GERRARD AND PAPE STATION,5818
YORK UNIVERSITY STATION BUSWAY,5819
404 AND GORDON BAKER,5820
KINGSTON AND QUEEN STATION,5821
MEADOW OAK PLA AND OAK,5822
COXWELL AND JANE STATION,5823
DUCKSWORT AND LAWRENCE,5824
KING AND UNIVERSITY,5825
STEELES W LOOP MAR,5826
DVP AND WYNFORD,5827
404 EXIT AND WYNFORD,5828
MEADOWVALES LOOP,5829
PEARSON TERMINAL 3 A,5830
BATHURST STATION WILSON STATION,5831
DUNDAS STATION W AND THE WEST,5832
EASTERN AND KNOX,5833
WILSON STATION UPPER L,5834
ROYAL YORK STATION COUNTRY CLU,5835
BATHURST STATION AND NPETUNE,5836
BERMONDSEY AND NORTHLI,5837
EGLINTON WEST STATION,5838
PARK HOME AV AND YONGE,5839
WINSTANLY CRESCENT,5840
ETIENNE,5841
MARTIN GROVE AND TOLLIN,5842
GORE W AND MORNINGSTAR,5843
KIPLING STATION AND THE W WAY,5844
COLERAINE AND MCCOWAN,5845
LAKESHORE AND LOUISA,5846
ST ALBANS OUTSIDE KIPL,5847
HORSHAM AND YONGE,5848
OLD WESTON AND ST C,5849
CHANNEL NINE CT,5850
EGLINTON AND SIUTH SER,5851
DOCKSIDE,5852
HWY 427 AND OFF RA,5853
OLIVE AND WILLOWDALE,5854
BRIMLEY ST CL,5855
GLENHOLME EGLINTON,5856
ALNES AND FINCH,5857
CHAMPAGNE AND FINCH,5858
TRETHEWEY AND YORE,5859
JORDAN AND KING,5860
LAWRENCE AND OLYMPIA,5861
BEDFORS AND LOWTHER,5862
ISLAND AND PORT U,5863
BIRCHMOUNT AND GLENDOV,5864
BIRCHMOUNT AND GLENDOW,5865
CROW TR AND NEILSON,5866
ROY AND UNDERPASS GATE,5867
MEDOWVALE AND SHEPPARD,5868
HU AND HUMBERWOOD,5869
EGLINTON AND HWY 427,5870
GLANHOLME AND ST CLAIR STATION,5871
HWY 427,5872
MCNAU AND VICTORY CRES,5873
DIXFIEL AND WELLESWOTH,5874
GLEN EDEN AND ST CLAIR,5875
AND ST CLAIR STATION,5876
BLOOR AND GRENVIEW,5877
CARLAW AND PAPE STATION,5878
KENNWOOD AND LOUISE,5879
HOSKIN AND QUEEN STATION S PAR,5880
KIDRON AND KIPLING,5881
BAYVIEW AND HWY 40,5882
BIRCHMOUNT AND CHELWOO,5883
AMAZON FULLFLLMENT CEN,5884
EASTERN AND WOODWARD,5885
EGLINTON AND ROSELAWN,5886
DUNDAS AND RUNNYMEDE STATION L,5887
CACHET PARK AND WARDEN,5888
KINGSTON ROAD AND QUEEN,5889
CONCORD AND MCDONALDS,5890
EARL LOOP,5891
BRIM AND KINGSTON,5892
BONAVENTURE AND DOMINI,5893
LAKESHO AND SHERBOURNE,5894
CONNER AND WOODBINE STATION,5895
LESLIE AND S OVERLAND,5896
AMHERST AND OAKWOOD,5897
WARDEN STATION TEMP B,5898
BRADLEY AND JANE,5899
HUMBER AND MORNING STATION,5900
CHERRY BEACH,5901
QUEEN STATION AND RIVER,5902
CO AND NORTHHUMBERLAND,5903
KENNEDY STATION B LO,5904
FICNH AND MORNINGSIDE,5905
ALBION AND ARMEL SOUT,5906
SHERWAY GARADENS,5907
HUMBER RIVER,5908
CACHET AND WARDEN,5909
ELLESMERE STATION AND TRITON,5910
MURSION AND SHEPPARD,5911
CHATSWORTH AND YONGE,5912
YORK UNIVERSITY BUSWAY,5913
MARTIN GROVE ANDE TOLL,5914
CALEDONIA AND GLEN PAR,5915
BENSON AND CHRISTIE,5916
COXWELL AND ROBINSON,5917
E A AND ISLAND,5918
BEACONHILL AND KIPLING,5919
ALBION AND AMEL,5920
BOBMAR AND ELLESMERE,5921
DUNDAS STATION ST W AND E M,5922
NAHANNI AND WASHBURN,5923
DIXON AND ST PHILLIPS,5924
SHERWAY GARDENS ANS SH,5925
STEELES AND YONGE IN T,5926
BLOOR AND HIGH PARK STATION,5927
AIRPORT TERMINAL 3,5928
ROBINA AND ST CLAIR STATION,5929
APEX LANE AND WILSON,5930
DUNDAS AND VARSITY,5931
MARKHAM AND WASHBURN,5932
SILVER AND STEELES,5933
MILLWOOD T AND OVERLEA,5934
CONSUMERS AND VICTO,5935
MARTIN GROVE YONGE,5936
FENMAR AND SIGNET,5937
FINH W STATION,5938
YONGE STEELES LOOP,5939
PEARSON TERMINAL,5940
VAN STASSE AND VARISTY,5941
SABRINA,5942
DUNCAN AND LESMILL,5943
BELFIEL AND HWY 27,5944
EXBURY AND JANE,5945
DUFFERIN AND SHANLEY,5946
LANSDOWNE AND LUMBERVA,5947
MILLWOOD AND SOUTHWALVE,5948
BATHURST STATION AND ST CALIR,5949
DON MILLS AND ROCHEFOR,5950
WESTON SERVICE AN,5951
REVALDA AND SHEPPARD,5952
LAWRENCE STATION W STATGION,5953
BOROUGH DRI AND TRITON,5954
TEDDINGTON AND YONGE,5955
CROW AND NEILSON,5956
ALBION,5957
CAITHNESS AND DANFORTH,5958
DUVAL AND ST DENNIS,5959
QUEE AND THE E MALL,5960
HUMBER AND MARTIN,5961
ST PHILLIP AND WESTON,5962
KENNEDY STATION 86 P,5963
AKTINSON AND DUNDUM,5964
GILSPUR AND JANE,5965
ALBANI AND ROYAL YORK,5966
ALLENFORD AND SHEPPARD,5967
SHE AND SHERWAY WARDEN,5968
LAWRENCE AND SUSAN,5969
T3 DUNDAS,5970
E AND JANE,5971
OSSINGTON STATION 16,5972
BATHURST AND ELLERSLIE,5973
LAWRENCE AND W,5974
EGLINTON AND FAIRMOUTH,5975
CREAM TOP L AND DUPONT,5976
QUILTER AND SHEPPARD,5977
WOSELEY LOOP,5978
KINGSTON AND POPL,5979
MORNINGSIDE AND STELLE,5980
LAWR AND STARSPRAY LOOP,5981
AIRPORT AND AMERICAN,5982
BUTTERWORTH AND WARDEN,5983
14TH AND BIRCHMOUNT,5984
ALLARD AND WILSON,5985
ROUGE RIVER AND SHEPPARD,5986
MAINT STATION,5987
BUSBY AND GRANGEWAY,5988
EVANS AND THE E MAL,5989
DOLLY V AND ELLESMERE,5990
TRANSIT E AND WILSON,5991
COMMISSIO AND SAULTERS,5992
EVANS AND GARDENIER EX,5993
CHAPLIN CRES AND WARRE,5994
HAYWORTH AND WOODBINE,5995
BERNER TR AND WASHBURN,5996
BROADVIEW AND WESTWOOD,5997
MILLWOOD AND SUTHERLAND,5998
JUBILEE AND WESTON,5999
MORNINGSIDE AMAZON WA,6000
BRI AND WILSON STATION HEIGHTS,6001
LONGB AND MARTIN GROVE,6002
CASSIDY P AND LAWRENCE,6003
MANDEL AND WOODBINE,6004
YONGE AND YORKVILLE,6005
FUTURA D AND GRANDRAVINE,6006
ESPLANADE AND YONGE,6007
EGLINTON AND RED PATH,6008
DANIELLE AND LAWRENCE,6009
FINCH STATION DUFFERIN STATION,6010
HUMBER AND MARTIN GROVE,6011
ORMOUNT AND WESTON,6012
ELLESMERE AND MILTARY,6013
OLD WESTON AND TURNBER,6014
CLOVERHILL AND STEPHEN,6015
CARLAW,6016
A AND VICTORY CRESCENT,6017
DONCLIFFE AND GLEN ECH,6018
ANDREW AND ST CLAIR,6019
PAVANE AND VICTORIA,6020
COLLEGE AND HENRY STRE,6021
BERGARMOT AND REXDALE,6022
GRAND MAR AND SHEPPARD,6023
BAYVIEW AND POS,6024
FRITH AND JANE,6025
ELMHUSRST AND HENLEY,6026
MARTHA E AND TRETHEWEY,6027
DANFORTH AND GORDONRID,6028
BLOOR AND MADISON,6029
PRINCE ARTHUR AND ST G,6030
HWY AND ISLINGTON,6031
LESLIE AND MAROWYNE,6032
BLOOR AND MARLAND,6033
JANE AND YORKWOODS GAT,6034
MILITARY TRAIL AND UOF,6035
RANGOON AND WELLSWORTH,6036
BRIMEL AND HUNTINGWOOD,6037
SHERBOURNE AND THE ESP,6038
DANFORTH AND PILKINGTO,6039
BLACKBIRD AND FINCH,6040
KING STATION AND WESTON,6041
BROADVIEW AND TENNIS C,6042
ALBION AND WESTERN,6043
MARKANNA AND MARKHAM,6044
ANTRIM CRE AND KENNEDY,6045
FINCH STATION E AND MIDDLEFIEL,6046
STEELES LOOP YONGE,6047
EGLINTON STARION,6048
401 AND NEILSON,6049
JANE STATION AND SHOREHAM,6050
WESTON ANDE WALSH,6051
MAIN AND SWANWICK,6052
RIDGECREST AND WILTSHI,6053
CASTFIELD AND DUFFERIN,6054
BIRCHMOUNT AND ROLARK,6055
DANFORTH AND SCOTIA,6056
CULFORD AND LAWRENCE STATION,6057
BELLAMY AND NEILSON TO,6058
ST CLAIR AND VAUGHN,6059
MORNI AND SHEPPARD,6060
MART AND TOLLINGTON,6061
DANFORTH AND MADELINE,6062
BLOOR AND LANSDOWNE STATION,6063
QUEEN STATION S PLATE AN,6064
LONGBORN AND MARTIN GROVE,6065
BATHURST AND ROESLAWN,6066
PETHERHILL AND WILSON,6067
BLANTYRE AND KINGSTON,6068
MILLWOOD OVERLEA,6069
DOVERCOURT,6070
ADENMOR AND PORT UNION,6071
DONLANDS AND WOODVILLE,6072
DRIFTWOOD AND STING,6073
LAWRENCE AND LESLIE STATION,6074
EVA AND WESTMALL,6075
PIONEER STATION,6076
KENNEDY AND KINGSTON,6077
DRAGONFLY AND MANTIS,6078
QUEEN STATION S AND UNIVERSITY,6079
GARDINER AND LOWER SHE,6080
ORFUS AND PAUL DAVID S,6081
ALLEN AND GLENCAIRN,6082
CON AND MILITARY TRAIL,6083
ELLESMERE AND RYLANDER,6084
OLD WESTON AND SIGNET,6085
LAWRENCE AND THE BRIDL,6086
KENNEDY STATION PLATFORM A,6087
HANNA,6088
NORTHUMBERLAND STREE,6089
CANOE CRES AND SEASON,6090
BIRCHMOUNT AND WINTERM,6091
BALDON AND CROW TRAIL,6092
EAGLE POI AND MCNICOLL,6093
HUPFIELD AND LADY BOWE,6094
HWY 427 ON RAMP HWY,6095
WILSON STATION STAITON,6096
KENNEDY AND MARILYN,6097
FERMOY AND ST CLAIR STATION,6098
PATON,6099
BA AND GREEWIN VILLAGE,6100
SIGNAL AND STEELES,6101
EASTERN AND KINGSTON,6102
404 AND FINCH,6103
VICTORIA PARK STATION LOOP N,6104
SCARBOROUGH CNTRE STAT,6105
BLACKCREEK AND TREETHE,6106
MEADOWVILLE AND SHEPPARD,6107
LA ROASE AND SCARLETT,6108
ROUCHELLE CRES,6109
EGLINTON AND MT PLEAS,6110
GREENWIN VILLAGE AN,6111
KENNEDY AND WICKWERE,6112
DANFORTH AND GLEBEMOUN,6113
BROADVIEW AND DEERBOUR,6114
BATHURST AND RIDGEHILL,6115
TRIO AND WESTWAY,6116
BRIMORTON AND DALHURST,6117
JANE STATION STATIION,6118
BATHURST STATION AND COVINGTON,6119
DANFORTH AND GLENSHEPP,6120
BRIDLETOWN AND FINCH,6121
KING STATION AND TORONTO,6122
DUNDAS AND ST JOHN S,6123
GRANDRAVINE AND SENTINEL,6124
SCHOFIELD,6125
FINCH AND WILLMINGTON,6126
HI AND MAJOR MACKENZIE,6127
BARKWIN AND ISLINGTON STATION,6128
HIDDEN TRA AND STEELES,6129
WILLIAM R ALLEN,6130
GERRARD AND JONES,6131
DUNDAS STATION AND SHAW,6132
BLOOR AND SHAW,6133
KING STATION AND THE QUEENSWAY,6134
BATHURST AND BROOKE,6135
HIGLAND CREEK AND OLD,6136
OAK AND PARLIAMENT,6137
COULTER TO AND WESTON,6138
BRIAN AND VAN HORRNE,6139
BAY STATION AND QUEEN STATION S QUAY,6140
GUESTVILLE AND LAMPTON,6141
DENVER CRES AND KEELE,6142
LIBERTY AND STARCHAN,6143
ST CLAIR STATION OLD WESTON,6144
JESMOND AND ROBINA,6145
ALLE AND EGLINTON W,6146
EGLINTON AND WINNETT,6147
BATHURST AND MARQUETT,6148
AVOCA AND ST CLAIR,6149
SCARBOROUGH CENTERE,6150
JANE AND STONG,6151
DIXON AND SCARLETT,6152
AVOCA AND ST CLAIR STATION,6153
GARDINER AND KIPLING,6154
ST CLAIR AND VICROSS R,6155
GAYDON AND WESTON,6156
LDAGROVE AND SHEPPARD,6157
DON AVO AND EGLINTON E,6158
FINCH AND PEARLDALE AV,6159
EGLINTON AND YONG,6160
INGRAM AND KINCOURT,6161
JANE STATION AND VICTORIA PARK,6162
HILLSID AND ROYAL YORK,6163
COXWELL STATION ON STR,6164
GIDLEY AND ST CLAIR,6165
HWY 409 AND KIPLING,6166
BRAMPTON AND WESTWAY,6167
MAINSHEP S AND WESTON,6168
FINCH AND LORRAINE,6169
HOSKIN AND ST G,6170
CENTENNIAL AND COLLEGE STATION,6171
LEGION AND PARK LAWN,6172
DUNDAS STATION W AND LANSDOWNE,6173
KODIAK CR AND SHEPPARD,6174
MANOR AND MOUNT PLEASA,6175
HUMBERLINE YORK MIL,6176
STEELES YORK MILLS STATION,6177
MOUNT DENNIS DIV BUS S,6178
EGLINTON AND MT PLESA,6179
CHERRY BEACH PARK,6180
STRATHGOWAN AND YONGE,6181
RIDGE HILL,6182
CASTLEMORE AND RIDGECR,6183
CHRISTIE AND DUPONT STATION,6184
ORMONT AND SIGNET,6185
ISLINGTON AND ST ANDR,6186
DAVENPORT AND DUPONT,6187
LAWRENCE STATION ND HICKERY TR,6188
MCNICOLL AND MIDDLEFIELD,6189
GREENBRIA AND SHEPPARD,6190
NOVA R AND QUEEN,6191
DUPONT AND WILARD E,6192
FINCH AND GORDAN BAKER,6193
ERNE AND VICTORIA PARK,6194
MASSLE AND SHEPPARD,6195
WESTON AND WILBY,6196
ATTWELL AND BELFIELD,6197
BUR OAK AND MCCOWAN,6198
ELLESMERE AND SANDOVER,6199
PASSMORE ASND MORNINGSTAR,6200
ISLINGTON AND KINGSWAY,6201
COXWELL AND STRATHEARN,6202
BRADSTOCK AND RIVAL,6203
1306 AND GUNN S LOOP,6204
BENLEIGH AND MCCOWAN,6205
RIMROCK AND WILLIAM,6206
HUMBERLOOP,6207
CHAMPAN AND SCARLETT,6208
PLATINUM AND TRETHEWEY,6209
KIPLING AND WESTWAY,6210
LAVERY AND MEADOWVLE,6211
MCNICOLL AND MORNINGSTAR,6212
MARTHA EA AND TRETHEWEY,6213
MIDLAND STATION MCNICOLL,6214
CONSUMER AND YORKLAND,6215
BERGAMO AND ISLINGTON,6216
GALB AND VICROTIA PARK,6217
GILHON SPR AND STEELES,6218
HUTCHERSON SQUARE,6219
BLOOR STATION,6220
ALBION AND EGLINTON,6221
DON MIL AND THE DONWAY,6222
COL SAM SMITH LOOP,6223
AMADALE AND BLOOR,6224
DAWES AND VICTORIA PAR,6225
ALBION AND SHENDALE,6226
STEELES AND STRAWBERRY,6227
JOHN GARLAND AND KIPLING STATION,6228
BRIMLEY AND CITADEL,6229
ALBION AND ELMHUSRT,6230
BRIDLEGROV AND MCCOWAN,6231
CYNTHIA AND SCARLETT,6232
AVANUE AND LYTON,6233
CLAIR AND JANE,6234
MIDLAND STATION AND PARK ST,6235
BIG RED AV AND MCCOWAN,6236
LAURELEAF AND STEELES,6237
DIXFIELD AND WELLESWOR,6238
EVANS AND GAMMA,6239
STRACHAN,6240
GERRARD STATION AND JONE,6241
BURNHA AND HWY 427,6242
HIGH PARK STATION AND PARKSIDE,6243
BROADVIEW AND PAPE STATION,6244
CRANFIE AND CURITY,6245
BANNATYNE AND WOODSWOR,6246
KIPLING STATION EXITI,6247
EGLINTON E A,6248
ELLESMERE AND WYE VALL,6249
BROWN S LINE AND LAKES,6250
KINGSTON AND RYANDER,6251
BOOR ST W,6252
ALBION AND WARDEN,6253
INDUSTY AND TODD BAYLI,6254
HUDDLESTON CRESENT,6255
KEELE AND LOTHERHAM,6256
DEE AND WESTON,6257
STEELES LOOP MAR,6258
LIBERTY AND STRACHAN,6259
DOURO AND STRACHAN,6260
CARLAW AND SIMPSON,6261
N QU AND THE QUEENSWAY,6262
THE AND THE E MALL,6263
KIPLING AND NUGENT,6264
DUNDAS STATION WESRT STATION,6265
ARKONA AND WARDEN,6266
HAGAR AND ST CLAIR,6267
MILLWOOD AND PRINCE PH,6268
NEWCASTLE AND WINDSOR,6269
CAMILLA AND PHARMACY,6270
DUNDAS STATION,6271
HINES AND MCNICOLL,6272
LEGION AND MANITOBA,6273
NEILSON AND PURPLE DUS,6274
BUR OAK AND MARKHAM,6275
MARKHAM AND OAK,6276
