stop_id,stop_name,stop_lat,stop_lon
2076,Bayview Ave at Finch Ave East,43.785158,-79.392374
2077,North Queen St at Manstor Rd,43.617687,-79.557511
2078,Yonge St at Shuter St,43.653972,-79.37982
2082,Eglinton Ave East at Sutherland Dr,43.712965,-79.367322
2084,Steeles Ave West at Signet Dr,43.770762,-79.54357
2087,Steeles Ave East at Bayview Ave,43.802916,-79.39735
2088,Warden Ave at Bamburgh Cir (South),43.811731,-79.323609
2090,Don Mills Rd at Seneca Hill Dr,43.790161,-79.353964
2091,Bathurst St at Baycrest Ave,43.729521,-79.432022
2094,Steeles Ave West at Walkway to Cathy Jean Cres,43.759309,-79.592962
2101,Carrier Dr at Humber College Blvd East Side,43.738081,-79.609365
2106,Markham Rd at Steeles Ave East South Side,43.836078,-79.251323
2107,Victoria Park Ave at Van Horne Ave,43.789331,-79.329793
2109,Kipling Ave at Panorama Crt,43.746663,-79.583501
2110,Church St at Grattan St,43.705729,-79.519814
2111,Elmhurst Dr at Cromarty Dr,43.723439,-79.562484
2112,Albion Rd at Steinway Blvd,43.747999,-79.628933
2114,Kipling Ave at Burnhamthorpe Rd,43.651133,-79.539555
2117,Yonge St at Soudan Ave,43.704031,-79.39766
2120,150 Culford Rd,43.7051,-79.487242
2126,Yonge St at Wilson Ave - York Mills Station,43.74429,-79.406957
2128,Bathurst St at Cedarcroft Blvd South Side,43.783511,-79.445589
2131,Neilson Rd at Oakmeadow Blvd (North),43.791116,-79.213303
2132,Rexdale Blvd at Precision Rd,43.715782,-79.588989
2133,Carpenter Rd at Steeles Ave West,43.79187,-79.447447
2136,Yonge Blvd at Ridley Blvd,43.737438,-79.411183
2138,Kipling Ave at Bywood Dr,43.657086,-79.542123
2141,Bayview Ave at Eglinton Ave East,43.710932,-79.376934
2142,Brown's Line at Finsbury Cres,43.604007,-79.546361
2143,150 Dynamic Dr,43.828095,-79.252608
2144,Don Mills Rd at Sheppard Ave East North Side,43.775771,-79.347104
2147,Yonge St at Byng Ave,43.776514,-79.414575
2148,Judson St at Magnificent Rd,43.612947,-79.51211
2150,Progress Ave at Midland Ave,43.773126,-79.272691
2151,Dundas St West at Gilmour Ave,43.665481,-79.479365
2153,Lawrence Ave East at Charlottetown Blvd West Side,43.778635,-79.141305
2155,Evans Ave at Sheldon Ave West Side,43.61153,-79.545796
2158,Lawrence Ave East at Bellamy Rd North,43.757514,-79.23561
2159,Bathurst St at Glencairn Ave,43.712484,-79.428276
2160,Markham Rd at Verne Cres,43.795761,-79.240146
2163,East Ave at Golders Green Ave,43.784664,-79.133348
2166,Yorkland Blvd (North) at Yorkland Rd East Side,43.772955,-79.335749
2168,Don Mills Rd at Gateway Blvd,43.71453,-79.336562
2171,Yonge St at Patricia Ave,43.78997,-79.417808
2178,Weston Rd at Northland Ave,43.678973,-79.474256
2179,Kennedy Rd at Sheppard Ave East,43.783126,-79.287936
2180,Keele St at Wilson Ave South Side,43.726047,-79.48212
2181,St Phillips Rd at Riverview Heights,43.703313,-79.531934
2182,Driftwood Ave at Yorkwoods Gate,43.751706,-79.512914
2183,Opposite 6807 Steeles Ave West,43.756198,-79.611243
2187,Steeles Ave East at Bathurst St,43.792709,-79.44514
2188,Bathurst St at Claxton Blvd South Side,43.686625,-79.419824
2190,Sheppard Ave East at Kingston Rd,43.799271,-79.146963
2191,Victoria Park Ave at Peard Rd,43.710775,-79.296911
2192,2825 Islington Ave,43.748941,-79.567999
2195,York Mills Rd at Don Mills Rd,43.756053,-79.3466
2196,Islington Ave at Barker Ave,43.731745,-79.562725
2197,Steeles Ave West at Steinway Blvd,43.754005,-79.620088
2198,7303 Warden Ave,43.830155,-79.327015
2199,Yonge St at Lawrence Ave West - Lawrence Station,43.725286,-79.402385
2201,St Clair Ave East at Jeanette St,43.719753,-79.246965
2203,Old Weston Rd at Rogers Rd,43.681721,-79.467457
2204,Lawrence Ave East at Kennedy Rd West Side,43.749508,-79.275633
2206,Airport Rd at Silver Dart Dr,43.695107,-79.631147
2209,Scarlett Rd at Ellins Ave,43.670712,-79.502634
2210,Ossington Ave at Salvador Allende Crt South Side,43.671906,-79.429892
2214,Islington Ave at Resources Rd North Side,43.708432,-79.551717
2218,Weston Rd at Jane St,43.691276,-79.50065
2222,Gulliver Rd at Culford Rd,43.697844,-79.483727
2229,Pritchard Ave at Mould Ave,43.670686,-79.487855
2235,Lawrence Ave West at Brookhaven Dr West Side,43.704339,-79.497169
2239,The Westway at Sun Row Dr,43.689316,-79.540696
2242,Eglinton Ave West at Eden Valley Dr,43.680945,-79.533052
2248,Wilson Ave at Belgrave Ave,43.740481,-79.418302
2250,Jane St at Finch Ave West North Side,43.757727,-79.517629
2251,77 Progress Ave,43.771549,-79.276145
2252,Dundas St West at Acorn Ave,43.637002,-79.539091
2253,York Mills Rd at Fenn Ave,43.746927,-79.389067
2255,Harbord St at Spadina Ave,43.662955,-79.402355
2256,Lawrence Ave East at Ben Stanton Blvd,43.757245,-79.238096
2257,Pape Ave at Cosburn Ave,43.689497,-79.348949
2264,Dixon Rd at Kelfield St,43.690031,-79.577194
2265,Lawrence Ave West at Jedburgh Rd,43.724505,-79.4055
2268,Oakwood Ave at Earlsdale Ave,43.685432,-79.437922
2269,Opposite 1700 Wilson Ave - Sheridan Mall,43.720358,-79.510855
2270,Don Mills Rd at Graydon Hall Dr,43.761635,-79.346994
2272,180 Caledonia Rd,43.680034,-79.456794
2274,Harbord St at Ossington Ave East Side,43.658579,-79.4238
2277,Victoria Park Ave at Lansing Sq,43.773567,-79.32242
2278,Islington Ave at Eglinton Ave West,43.67994,-79.539209
2279,Dundas St West at Royal York Rd,43.658997,-79.515133
2281,Neilson Rd at Ellesmere Rd,43.782798,-79.205156
2285,Norfinch Dr at Steeles Ave West,43.772864,-79.531451
2286,34 Moore Park Ave,43.793262,-79.421983
2302,Victoria Park Ave at York Mills Rd South Side,43.762734,-79.317551
2303,Sheppard Ave West at Senlac Rd,43.75877,-79.422884
2304,100 Steeles Ave West,43.797152,-79.424705
2305,North Service Rd at Eglinton Ave East,43.733029,-79.265477
2314,Weston Rd at Mainshep Rd North Side,43.73191,-79.537535
2316,York Mills Rd at Banbury Rd (West),43.751639,-79.370302
2318,Dundas St West at Glenlake Ave,43.660032,-79.453794
2323,Airport Rd at Highway 427 (On Ramp),43.686016,-79.603557
2324,Finch Ave East at Victoria Park Ave,43.793308,-79.331145
2326,Horner Ave at Kipling Ave,43.607076,-79.520873
2333,Kipling Ave at Mount Olive Dr,43.746891,-79.583987
2334,Pape Ave at O'Connor Dr,43.693358,-79.350465
2335,Yonge St at Richmond St West,43.651769,-79.379085
2337,3015 Kennedy Rd,43.807613,-79.29975
2338,Islington Ave at The Queensway,43.623813,-79.515022
2340,Finch Ave East at Don Mills Rd,43.79247,-79.355044
2342,Kingston Rd at Claremore Ave,43.704162,-79.252817
2345,Signet Dr at Fenmar Dr,43.758347,-79.538735
2346,138 Oakdale Rd,43.742964,-79.526132
2347,Jane St at Shoreham Dr,43.768687,-79.520184
2352,Keele St at Clearview Heights South Side,43.693687,-79.474736
2358,Islington Ave at Elmhurst Dr South Side,43.722846,-79.558942
2359,Markham Rd at Scranton Rd,43.765086,-79.227226
2361,Royal York Rd at King Georges Rd,43.649956,-79.512407
2362,Sheppard Ave East at Washburn Way,43.796344,-79.227343
2363,Eglinton Ave West at Northcliffe Blvd,43.696163,-79.447778
2364,York Mills Rd at Harrison Rd,43.749891,-79.378669
2365,Concorde Pl at Concorde Pl Cul De Sac,43.730036,-79.328253
2373,Lawrence Ave East at Galloway Rd,43.765979,-79.196566
2375,Islington Ave at Titan Rd,43.630969,-79.517919
2376,135 La Rose Ave,43.685055,-79.523068
2378,Islington Ave at Cordova Ave North Side,43.648767,-79.525097
2380,Islington Ave at Deerfoot Rd,43.685138,-79.541182
2384,Yonge Blvd at Felbrigg Ave,43.736694,-79.410079
2387,Kipling Ave at Beaverbrook Ave,43.662184,-79.544053
2395,Staines Rd at Mantis Rd,43.821587,-79.220303
2396,Scarlett Rd at Dixon Rd East Side,43.701124,-79.527573
2401,Queen's Plate Dr (West) at Triple Crown Ave West Side,43.722703,-79.602657
2402,Wilson Ave at Lady York Ave,43.731296,-79.464343
2405,Kennedy Rd at Perthshire St,43.808773,-79.300277
2415,Keele St at Falstaff Ave North Side,43.720613,-79.480557
2416,Church St at Jane St,43.709167,-79.505757
2420,6101 Bathurst St,43.787443,-79.446244
2421,Brimley Rd at Mandarin Rd,43.722455,-79.241999
2425,Islington Ave at Prince George Dr,43.672344,-79.535738
2426,McCowan Rd at Carlton Rd,43.877216,-79.287112
2434,Victoria Park Ave at Ivordale Cres (North),43.755572,-79.314331
2436,Victoria Park Ave at Winston Ave,43.683693,-79.285161
2437,Dixon Rd at Celestine Dr,43.693233,-79.562611
2438,Airport Rd at Jetliner Rd East Side,43.685805,-79.606252
2439,Victoria Park Ave at Parkwoods Village Dr,43.758063,-79.31549
2441,John Garland Blvd at Martin Grove Rd,43.731901,-79.589609
2447,Weston Rd at Imogene Ave,43.742865,-79.540501
2448,McCowan Rd at Milner Ave,43.78552,-79.256738
2451,Brown's Line at Horner Ave South Side,43.601337,-79.545187
2452,Opposite 7303 Warden Ave,43.830215,-79.32738
2454,Lawrence Ave West at Greer Rd,43.723812,-79.40861
2456,Caledonia Rd at Keith Ave,43.690784,-79.461358
2458,Markham Rd at 14Th Ave,43.856238,-79.255878
2459,Beechgrove Dr at Bethley Dr South Side,43.768431,-79.15907
2460,Wilson Ave at Dubray Ave,43.728042,-79.477861
2463,Steeles Ave East at Jewell St,43.799973,-79.41168
2465,Lansdowne Ave at Whytock Ave,43.653612,-79.440973
2466,Steeles Ave West at New Westminster Dr,43.79007,-79.45726
2468,Islington Ave at Rexdale Blvd North Side,43.715356,-79.555092
2474,York Mills Rd at Banbury Rd (East),43.752359,-79.365634
2475,Victoria Park Ave at Innismore Cres,43.734555,-79.306545
2476,Dundas St West at Poplar Ave,43.636297,-79.54012
2478,Yonge St at William Carson Cres,43.74741,-79.40767
2479,Scarlett Rd at East Dr,43.676759,-79.505786
2484,Rogers Rd at Bicknell Ave,43.682014,-79.473592
2486,Kipling Ave at Snaresbrook Dr,43.721647,-79.571298
2487,Eglinton Ave East at Mason Rd,43.741584,-79.225483
2492,Warden Ave at Ellington Dr,43.757044,-79.299326
2493,Warden Ave at Hymus Rd,43.719732,-79.284407
2495,Pape Ave at Cosburn Ave,43.689301,-79.348704
2499,Lawson Rd at Brumwell St,43.788306,-79.147326
2501,Eglinton Ave East at Brentcliffe Rd,43.714457,-79.359905
2505,Nightstar Rd at Cranberry Dr,43.825574,-79.224469
2510,Steeles Ave East at Esna Park Dr,43.817107,-79.336038
2512,3377 Bayview Ave,43.797005,-79.394524
2513,Kipling Ave at Gracey Blvd,43.683704,-79.553986
2516,Weston Rd at Coulter Ave,43.704553,-79.528399
2517,Thorncliffe Park Dr at Milepost Pl,43.703301,-79.346929
2518,Ossington Ave at Harbord St South Side,43.658263,-79.424266
2520,Carrier Dr at Dansk Crt,43.743832,-79.614588
2521,Don Mills Rd at Kern Rd,43.750175,-79.347097
2525,Lansdowne Ave at Rideau Ave South Side,43.646368,-79.438986
2528,Eglinton Ave West at Old Park Rd,43.699957,-79.430662
2531,Finch Ave East at Bridletowne Circle (West),43.795718,-79.319499
2533,Dufferin St at Shanly St,43.662856,-79.436555
2535,Lawrence Ave East at Railside Rd (East),43.741041,-79.319697
2536,Don Mills Rd at Finch Ave East,43.792415,-79.354488
2541,North Queen St at Medulla Ave,43.621519,-79.545196
2542,Dundas St West at Howland St,43.663706,-79.50357
2547,Pape Ave at Torrens Ave North Side,43.691684,-79.349574
2548,Royal York Rd at Anglesey Blvd North Side,43.666023,-79.519512
2549,Lawrence Ave East at Carnforth Rd East Side,43.741391,-79.313816
2550,Wilson Ave at Ridley Blvd,43.739512,-79.423604
2552,Jane St at Courage Ave,43.744784,-79.514402
2555,Steeles Ave West at Palm Gate Blvd,43.794536,-79.436382
2557,Yonge St at Gerrard St East,43.658698,-79.381838
2558,Bergamot Ave at Islington Ave West Side,43.716837,-79.556758
2560,Steeles Ave West at Hilda Ave,43.795863,-79.4294
2561,Greenwin Village Rd at Regatta Cres,43.791195,-79.442929
2568,Keele St at Broadoaks Dr,43.757567,-79.48964
2571,Yorkland Blvd (North) at Consumers Rd West Side,43.773758,-79.332559
2576,Main St Markham North at 16Th Ave,43.891827,-79.263892
2578,Kipling Ave at Princess Margaret Blvd,43.669943,-79.547522
2582,Sheppard Ave West at Easton Rd,43.75804,-79.426151
2584,Finch Ave West at Ancona St,43.774869,-79.438068
2592,Commissioners St at Saulter St,43.649851,-79.342232
2593,Lawrence Ave West at Little Ave,43.699382,-79.519719
2595,Eglinton Ave West at Kipling Ave,43.677368,-79.550642
2602,Eglinton Ave East at Banff Rd,43.709914,-79.38234
2604,Victoria Park Ave at Eglinton Ave East North Side,43.725366,-79.302758
2607,Eglinton Ave West at Lascelles Blvd,43.705725,-79.403558
2608,7075 Warden Ave at Warden Centre Plaza,43.822212,-79.325318
2609,Oakdale Rd at Finch Ave West - Humber Reactivation Care,43.755656,-79.523986
2610,Weston Rd at Northland Ave,43.678752,-79.473703
2613,Don Mills Rd at Graydon Hall Pl,43.765093,-79.34674
2614,Castleton Ave at Henrietta St,43.670487,-79.486567
2618,Kipling Ave at Gracey Blvd,43.683576,-79.553582
2625,Pelmo Cres at Longview Dr West Side,43.710964,-79.510853
2626,Bathurst St at Viewmount Ave South Side,43.710114,-79.42769
2628,Lawrence Ave West at Avenue Rd,43.722072,-79.415812
2629,Eglinton Ave West at Glenholme Ave,43.696671,-79.445417
2631,Steeles Ave East at Kennedy Rd,43.823904,-79.306817
2632,Islington Ave at Advance Rd,43.636079,-79.519985
2633,North Queen St at The East Mall,43.620636,-79.549127
2635,Evans Ave at Brown's Line,43.61044,-79.549451
2639,Kennedy Rd at Radnor Ave,43.745861,-79.273417
2641,Weston Rd at Jubilee Cres,43.725848,-79.535589
2644,Warden Ave at Ashtonbee Rd,43.730551,-79.288567
2645,Islington Ave at Chestnut Hills Cres,43.653052,-79.527003
2646,Kipling Ave at Steeles Ave West,43.759381,-79.58961
2649,Kipling Ave at Burnhamthorpe Rd,43.650774,-79.539101
2656,Brimley Rd at St Clair Ave East,43.720738,-79.241307
2657,Keele St at Humberside Ave,43.661536,-79.462808
2658,Ellesmere Rd at Saratoga Dr East Side,43.771657,-79.253176
2660,Eglinton Ave West at Avenue Rd West Side,43.704543,-79.409134
2662,Humberwood Blvd at Hullrick Dr (South),43.722003,-79.613032
2664,Eglinton Ave East at Bermondsey Rd,43.725906,-79.3138
2671,Ellesmere Rd at Meadowvale Rd,43.792312,-79.163843
2674,Island Rd at Port Union Rd East Side,43.796068,-79.142589
2675,Old Weston Rd at Kane Ave,43.68052,-79.466245
2677,24 Mabelle Ave,43.646229,-79.526752
2681,Steeles Ave West at Highway 27 West Side,43.755416,-79.614879
2682,Kipling Ave at Widdicombe Hill Blvd,43.678865,-79.551493
2683,Ian MacDonald Blvd at Founders Rd East Side,43.777657,-79.50285
2685,Dixon Rd at Carlingview Dr,43.686589,-79.595728
2688,McCowan Rd at Highway 7,43.866966,-79.284291
2692,Shoreham Dr at Shoreham Crt,43.769044,-79.518791
2694,Davisville Ave at Bayview Ave,43.702836,-79.374724
2695,Dufferin St at Rogers Rd,43.685461,-79.445973
2696,Victoria Park Ave at Ellesmere Rd North Side,43.758242,-79.315211
2699,Broadview Ave at Hillside Dr,43.686476,-79.356194
2700,Warden Ave at Bridletowne Cir (North) South Side,43.801186,-79.318699
2701,Warden Ave at Apple Creek Blvd,43.860065,-79.33516
2703,East Ave at Maberley Cres (South),43.782525,-79.132461
2704,Dundas St West at Paulart Dr,43.631321,-79.546629
2706,Lawrence Ave West at Pine St,43.701855,-79.508389
2707,Eglinton Ave East at Pharmacy Ave,43.725855,-79.297171
2712,40 Norfinch Dr,43.757065,-79.526962
2717,Kipling Ave at John Garland Blvd North Side,43.735777,-79.578231
2718,791 Islington Ave,43.616802,-79.510293
2723,Albion Rd at Golfdown Dr East Side,43.723468,-79.548799
2726,Dundas St West at Nottingham Dr,43.655609,-79.522688
2729,Warden Ave at Clegg Rd,43.853707,-79.333613
2730,70 Island Rd,43.797478,-79.141049
2731,Staines Rd at Palk Lane North Side,43.840107,-79.231969
2736,3223 Kennedy Rd,43.815041,-79.30302
2738,Kingston Rd at Choiceland Blvd,43.786936,-79.164855
2740,Weston Rd at Birdstone Cres (North),43.674271,-79.469585
2742,Warden Ave at Clegg Rd,43.853264,-79.333084
2744,Finch Ave West at Beecroft Rd,43.77894,-79.41862
2754,Steeles Ave East at Marydale Ave,43.835698,-79.254563
2755,Steeles Ave East at Eastvale Rd,43.83816,-79.245033
2756,Steeles Ave East at Staines Rd,43.840734,-79.232774
2757,Staines Rd at Quietbrook Cres (North),43.8387,-79.2323
2762,5671 Steeles Ave East,43.83318,-79.265322
2763,Steeles Ave East at Opposite Walkway to Irenemount Cres,43.83491,-79.257864
2769,Steeles Ave East at Markham Rd,43.836388,-79.251567
2774,Finch Ave East at Blackbird Gate,43.816771,-79.224426
2775,5910 Finch Ave East,43.81708,-79.224083
2778,Finch Ave East at Morningside Ave,43.81923,-79.220758
2779,Humberwood Blvd at Morning Star Dr,43.726047,-79.622058
2792,Finch Ave East at Morningside Ave West Side,43.81918,-79.221189
2794,Staines Rd at Jacques Rd,43.82082,-79.2207
2799,5799 Yonge St,43.785048,-79.41671
2801,Wellness Way at Armistice Dr - Wellspring Centre,43.723603,-79.378616
2803,Progress Ave at Schick Crt,43.774474,-79.266241
2806,Old Finch Ave at Baffin Crt West Side,43.819746,-79.212238
2807,Old Finch Ave at Harvest Moon Dr,43.82041,-79.209342
2823,Humberwood Blvd at Morning Star Dr,43.726267,-79.622332
2828,Old Finch Ave at Morningside Ave,43.819212,-79.214629
3644,Signet Dr at High Meadow Pl,43.755553,-79.537291
3645,Signet Dr at High Meadow Pl,43.755927,-79.537834
3646,Weston Rd at Sidney Belsey Cres,43.693345,-79.504878
3647,Weston Rd at Sidney Belsey Cres,43.693182,-79.504412
3648,Finch Ave East at Neilson Rd,43.816137,-79.227758
3649,Old Finch Ave at Morningside Ave East Side,43.819086,-79.214496
3650,Old Finch Ave at Baffin Crt,43.819839,-79.21122
3651,Old Finch Ave at Littles Rd,43.820893,-79.206601
3658,Strachan Ave at East Liberty St,43.639439,-79.411078
3659,East Liberty St at Pirandello St West Side,43.638634,-79.414425
3660,East Liberty St at Lynn Williams St,43.638683,-79.416984
3661,Liberty St at Atlantic Ave,43.638372,-79.420366
3662,Atlantic Ave at King St West,43.639911,-79.421069
3668,Finch Ave East at Neilson Rd,43.816521,-79.227338
3685,Nightstar Rd at Wharnsby Dr,43.823871,-79.229293
3686,Westmore Dr at Finch Ave West North Side,43.735251,-79.601116
3687,91 Westmore Dr,43.737786,-79.602241
3688,Carrier Dr at Highway 27,43.739261,-79.605103
3689,Carrier Dr at Woodbine Downs Blvd,43.738845,-79.60679
3690,Carrier Dr at Humber College Blvd,43.738033,-79.610213
3695,Opposite 91 Westmore Dr,43.737747,-79.602388
3696,Westmore Dr at Finch Ave West,43.734858,-79.601177
3698,La Rose Ave at Royal York Rd East Side,43.684227,-79.526751
3709,Markham Rd at Select Ave,43.833243,-79.25076
3710,Markham Rd at Select Ave,43.833674,-79.251192
3718,Bathurst Station at Bus Bay 3,43.666061,-79.411065
3722,Don Mills Station at Bus Bay 2,43.776123,-79.346242
3723,Don Mills Station at Bus Bay 3,43.776036,-79.34585
3724,Don Mills Station at Bus Bay 4,43.775993,-79.3455
3725,Don Mills Station at Bus Bay 5,43.776014,-79.345151
3726,Don Mills Station at Bus Bay 8,43.775804,-79.345236
3729,Don Mills Station at Bus Bay 11,43.775638,-79.346345
3733,Broadview Station at Bus Bay 3,43.676887,-79.358245
3734,Broadview Station at Bus Bay 4,43.676772,-79.358451
3739,Castle Frank Station at Bus Bay 2,43.673628,-79.36885
3745,Davisville Station at Bus Bay 5,43.69763,-79.396868
3748,Sheppard West Station at Bus Bay 1,43.749571,-79.462186
3755,Sheppard West Station at Bus Bay 7,43.749049,-79.462373
3756,Sheppard West Station at Bus Bay 8,43.749209,-79.462434
3759,Dundas West Station at Bus Bay 2,43.656975,-79.453099
3764,Eglinton Station at Bus Bay 2,43.704582,-79.39846
3767,Eglinton Station at Bus Bay 6,43.705256,-79.398613
3768,Eglinton Station at Bus Bay 7,43.705532,-79.399237
3774,Cedarvale Station at Bus Bay 6,43.699598,-79.435953
3775,Cedarvale Station at Bus Bay 7,43.699453,-79.435904
3778,Finch Station at Bus Bay 11,43.78073,-79.414746
3779,Finch Station at Bus Bay 12,43.780467,-79.414636
3780,Finch Station at Bus Bay 13,43.78029,-79.414537
3781,Finch Station at Bus Bay 2,43.780619,-79.414857
3783,Finch Station at Bus Bay 4,43.780942,-79.414992
3784,Finch Station at Bus Bay 5,43.781111,-79.415064
3786,Finch Station at Bus Bay 7,43.78143,-79.415193
3798,Keele Station at Bus Bay 4,43.655427,-79.459586
3799,Keele Station at Bus Bay 5,43.655373,-79.459836
3801,Kennedy Station at Bus Bay 2,43.732459,-79.263229
3802,Kennedy Station at Bus Bay 3,43.732432,-79.263523
3803,Kennedy Station at Bus Bay 4,43.732361,-79.26374
3809,Kipling Station at Bus Bay 3,43.637465,-79.53581
3811,Kipling Station at Bus Bay 5,43.637717,-79.535512
3815,Kipling Station at Bus Bay 9,43.638195,-79.534941
3816,Lawrence Station at Bus Bay 2,43.725556,-79.402351
3823,Lawrence West Station at Bus Bay 2,43.715629,-79.443912
3824,Lawrence West Station at Bus Bay 3,43.715586,-79.444126
3825,Lawrence West Station at Bus Bay 4,43.715497,-79.444303
3826,Lawrence West Station at Bus Bay 5,43.7155,-79.444568
3834,Ossington Station at Bus Bay 2,43.662271,-79.426546
3836,Ossington Station at Bus Bay 4,43.662338,-79.426607
3841,Runnymede Station at Bus Bay 3,43.651787,-79.475714
3848,Scarborough Centre Station at Bus Bay 4,43.774515,-79.257894
3850,Scarborough Centre Station at Bus Bay 12,43.774499,-79.257246
3852,Scarborough Centre Station at Bus Bay 8,43.774373,-79.257735
3857,Sheppard-Yonge Station at Bus Bay 5/5A,43.761564,-79.412107
3869,Victoria Park Station at Bus Bay 4,43.694329,-79.288637
3878,Wellesley Station at Bus Bay 1,43.665358,-79.383941
3879,Wellesley Station at Bus Bay 2,43.665306,-79.383605
3880,Wilson Station at Bus Bay 1A,43.734475,-79.45092
3881,Wilson Station at Bus Bay 2,43.734574,-79.450945
3887,York Mills Station at Bus Bay 2,43.745136,-79.406134
3888,York Mills Station at Bus Bay 3,43.74511,-79.40634
3891,York Mills Station at Bus Bay 7,43.745366,-79.406237
3908,Murray Ross Pkwy at Sentinel Rd,43.765014,-79.500877
3920,Murray Ross Pkwy at Sentinel Rd East Side,43.764927,-79.500283
3922,Murray Ross Pkwy at Evelyn Wiggins Dr,43.766725,-79.493876
3924,Wilson Station at Lower Platform Bus Bay 6,43.734555,-79.450966
3927,Keele St at Rogers Rd,43.682269,-79.471749
3928,Weston Rd at Avon Cres,43.68111,-79.476373
3957,Ellesmere Rd at Claudius Gate,43.759681,-79.307806
3958,Thirtieth St at Akron Rd,43.599917,-79.531646
3961,Claireville Dr (South) at Humberline Dr,43.737944,-79.618703
3962,35 Claireville Dr,43.737294,-79.621555
3963,36 Claireville Dr,43.737349,-79.621868
3964,90 Claireville Dr,43.73857,-79.623932
3965,Opposite 90 Claireville Dr,43.738367,-79.623938
3966,Opposite 61 Claireville Dr - BAPS Temple,43.739935,-79.624941
3967,61 Claireville Dr - BAPS Temple,43.739799,-79.625047
3969,Claireville Dr at Huddersfield Rd,43.741769,-79.625803
3970,18 Huddersfield Rd,43.74285,-79.623045
3971,18 Huddersfield Rd,43.742753,-79.622952
3972,Humberline Dr at Huddersfield Rd North Side,43.744079,-79.620849
3973,Steeles Ave East at Marydale Ave,43.83606,-79.254107
3976,St Clair Station at Lower Platform Bus Bay 2,43.687733,-79.392216
3983,Murray Ross Pkwy at Haynes Ave,43.765622,-79.497611
3984,Murray Ross Pkwy at Haynes Ave East Side,43.765533,-79.497545
3986,Ingram Dr at Kincort St,43.700708,-79.469731
3989,Kipling Ave at Redwater Dr South Side,43.714896,-79.568362
3991,St Clair Ave West at Mariposa Ave East Side,43.667591,-79.489328
4006,2190 Yonge St,43.705096,-79.398103
4020,Finch Ave East at McCowan Rd West Side,43.807918,-79.267454
4022,Sheppard Ave East at Lamont Ave,43.785,-79.280872
4023,Victoria Park Ave at Victoria Park Station,43.694409,-79.289812
4027,Steeles Ave East at Tapscott Rd,43.837061,-79.248697
4028,Staines Rd at Point Rouge Trail,43.825562,-79.220539
4029,Staines Rd at Quietbrook Cres (South),43.837151,-79.231588
4030,Staines Rd at Solstice Dr,43.836626,-79.231597
4031,Staines Rd at Hepatica St,43.834862,-79.230163
4032,Staines Rd at Hepatica St,43.834895,-79.22975
4033,Staines Rd at Rivendell Trail,43.833283,-79.224968
4034,Staines Rd at Boulderbrook Dr,43.833043,-79.224963
4035,Staines Rd at Seasons Dr North Side,43.830857,-79.223769
4036,Morningside Ave at Staines Rd North Side,43.819734,-79.221875
4037,Morningside Ave at Plantain Way,43.82109,-79.226349
4041,Victoria Park Ave at Denton Ave,43.692935,-79.289196
4042,Victoria Park Station at Bus Bay 5,43.694476,-79.288705
4043,Victoria Park Station at Bus Bay 6,43.694411,-79.289249
4049,Birchmount Rd at Parkette Pl,43.696184,-79.263708
4050,3701 Danforth Ave - Variety Village,43.698844,-79.25868
4051,Opposite 3701 Danforth Ave - Variety Village,43.699224,-79.258549
4052,Warden Ave at Firvalley Crt,43.703967,-79.277518
4053,Airport Rd at Ripon St,43.706254,-79.645349
4054,Morning Star Dr at Cambrett Dr,43.71728,-79.645238
4055,Morning Star Dr at Cambrett Dr,43.717684,-79.645283
4056,Sheppard Ave East at Lamont Ave East Side,43.784726,-79.280985
4057,Sheppard Ave East at Reidmount Ave - Agincourt GO Station,43.784251,-79.284671
4064,Victoria Park Ave at Crescent Town Rd South Side,43.696117,-79.290419
4065,Dufferin St at Queen St West,43.64236,-79.428744
4067,The Westway at Trio Ave East Side,43.694564,-79.534752
4072,Albion Rd at Calstock Dr,43.734078,-79.558603
4074,Jane St at Wright Ave,43.700676,-79.503047
4076,Gary Dr at Portage Ave,43.710643,-79.521041
4078,Wilson Station at Lower Platform Bus Bay 7,43.734777,-79.451045
4080,Dufferin St at Martin St,43.688509,-79.447222
4091,University of Toronto Scarborough,43.784547,-79.184915
4092,University of Toronto Scarborough,43.784395,-79.185665
4093,Opposite 3671 Dundas St West,43.665792,-79.49642
4097,Sentinel Rd at Cook Rd,43.767142,-79.501342
4102,Bayview Ave at Brenham Cres,43.796194,-79.394556
4103,Wilson Ave at Agate Rd,43.725744,-79.485637
4104,Pape Ave at Gamble Ave,43.690502,-79.349323
4105,Jetliner Rd at Airport Rd South Side,43.685321,-79.607296
4108,Jane St at John St,43.706567,-79.504667
4109,Jane St at John St,43.706726,-79.504932
4117,Lawrence Station at Bus Bay 1,43.725245,-79.402249
4119,Major Mackenzie Dr East at Stonebridge Dr,43.902225,-79.299231
4120,Major Mackenzie Dr East at Stonebridge Dr,43.901723,-79.299976
4123,Lansdowne Ave at Seaforth Ave North Side,43.643088,-79.437541
4126,Tapscott Rd at Select Ave,43.833518,-79.246834
4127,Bathurst St at Invermay Ave,43.741398,-79.434877
4128,Dufferin St at Ascot Ave,43.680038,-79.443781
4131,Kingston Rd at Queensbury Ave,43.685301,-79.274394
4132,Kingston Rd at Queensbury Ave,43.685572,-79.274292
4135,Lawrence Ave West at Corona St,43.714227,-79.452548
