route,location_id
7,13260
7,13275
7,13468
7,13570
7,13685
7,13723
7,13870
7,13953
7,14049
7,14089
7,14139
7,14148
7,14164
7,14211
7,14341
7,14395
7,14479
7,14560
7,14565
7,14617
7,14645
7,14657
7,14673
7,14698
7,14707
7,14772
7,14822
7,14842
7,14848
7,14863
7,15088
7,15092
7,15133
7,15134
7,15136
7,15140
7,15184
7,15242
7,15272
7,15294
7,15296
7,15298
7,15319
7,15327
7,15354
7,15375
7,15436
7,15454
7,15513
7,15522
7,15579
7,15672
7,15687
7,15751
7,15755
7,15821
7,15949
7,16002
7,16026
7,16089
7,16108
7,16190
7,16203
7,16247
7,16369
7,16371
7,16399
7,16442
7,16470
7,16499
7,16541
7,16564
7,16565
7,16703
7,16765
7,16784
7,16807
7,16810
7,16850
7,16852
7,16904
7,16965
7,16975
7,17033
7,17049
7,17051
7,17057
7,17072
7,17160
7,17161
7,17199
7,17210
7,17215
7,17324
7,17359
7,17442
7,17471
7,17510
7,17547
7,17608
7,17632
7,17672
7,17709
7,17733
7,17793
7,17802
7,17832
7,17834
7,17878
7,17951
7,17967
7,18207
7,18244
7,18255
7,18267
7,18300
7,18308
7,18415
7,18478
7,18522
7,18544
7,18554
7,18586
7,18617
7,18642
7,18954
7,19068
7,19077
7,19106
7,19249
7,19267
7,19371
7,19492
7,19541
7,19581
7,19662
7,19665
7,19735
7,19919
7,19926
7,19927
7,20007
7,20241
11,2
11,20
11,24
11,27
11,35
11,39
11,67
11,72
11,73
11,79
11,83
11,142
11,199
11,209
11,216
11,221
11,227
11,234
11,258
11,274
11,280
11,285
11,287
11,288
11,367
11,376
11,424
11,472
11,475
11,488
11,506
11,529
11,530
11,567
11,637
11,685
11,690
11,789
11,807
11,811
11,836
11,845
11,949
11,1030
11,1122
11,1136
11,1143
11,1176
11,1181
11,1200
11,1268
11,1287
11,1321
11,1327
11,1328
11,1330
11,1377
11,1479
11,1489
11,1520
11,1531
11,1605
11,1619
11,1723
11,1756
11,1809
11,1883
11,1936
11,1971
11,2117
11,2119
11,2146
11,2236
11,2279
11,2303
11,2440
11,2810
11,2837
11,2855
11,2916
11,2918
11,2961
11,3035
11,3076
11,3089
11,3305
11,3309
11,3550
11,3563
11,3596
11,3690
11,3881
11,3951
11,3988
11,4026
11,4151
11,4190
11,4378
11,4396
11,4524
11,4575
11,4599
11,4706
11,4720
11,4762
11,4801
11,4817
11,4944
11,4971
11,5115
11,5158
11,5247
11,5256
11,5319
11,5371
11,5392
11,5427
11,5483
11,5484
11,5529
11,5566
11,5620
11,5665
11,5882
11,6074
11,6395
11,6524
11,6632
11,6666
11,6689
11,6784
11,6977
11,7100
11,7140
11,7206
11,7248
11,7256
11,7302
11,7331
11,7332
11,7386
11,7423
11,7442
11,7475
11,7530
11,7536
11,7593
11,7599
11,7705
11,7809
11,7886
11,7922
11,7955
11,8004
11,8062
11,8316
11,8386
11,8399
11,8638
11,8876
11,9153
11,9196
11,9254
11,9303
11,9460
11,9505
11,9508
11,9589
11,9685
11,9703
11,10291
11,10373
11,10374
11,10525
11,10533
11,10989
11,11364
11,11382
11,11426
11,11571
11,11624
11,11632
11,11644
11,11721
11,11821
11,11840
11,12008
11,12204
11,12251
11,12265
11,12316
11,12445
11,12606
11,12779
11,12825
11,13030
11,13072
11,13134
11,13135
11,13136
11,13351
11,13380
11,13447
11,13729
11,13896
11,13932
11,13968
11,14509
11,14600
11,14637
11,14914
11,14977
11,15095
11,15102
11,15217
11,15232
11,15335
11,15888
11,16176
11,16393
11,16664
11,16715
11,16716
11,16763
11,16876
11,16891
11,17219
11,17516
11,17649
11,17653
11,17761
11,17877
11,18051
