route,location_id,avg_gap,median_gap,avg_delay,median_delay,major_delay_rate,gapping_rate,bunching_rate,n_incidents
32,9254,23.944,24.0,11.972,12.0,0.167,0.111,0.111,36
39,10355,30.244,32.0,17.422,16.0,0.178,0.044,0.111,45
116,11597,17.694,16.0,10.972,8.0,0.111,0.028,0.111,36
52,16673,29.417,30.0,16.056,16.0,0.222,0.0,0.111,36
53,23623,25.951,19.0,15.256,10.5,0.232,0.293,0.11,82
97,11880,61.816,60.0,33.456,30.0,0.169,0.228,0.11,136
54,15332,26.462,26.0,13.484,13.0,0.176,0.198,0.11,91
32,9000,23.455,24.0,12.746,12.0,0.177,0.12,0.11,209
63,9172,17.923,18.0,9.648,10.0,0.121,0.077,0.11,91
960,23638,18.085,18.5,9.659,9.5,0.159,0.073,0.11,82
929,7877,16.347,16.0,8.746,8.0,0.059,0.051,0.11,118
52,15641,33.212,36.0,17.401,20.0,0.187,0.022,0.109,359
84,3392,22.919,20.0,13.054,10.0,0.108,0.378,0.108,37
86,17236,23.063,20.0,11.865,10.0,0.063,0.252,0.108,222
35,13008,20.216,20.0,11.892,10.0,0.216,0.135,0.108,37
52,15414,34.365,37.0,18.811,19.5,0.203,0.068,0.108,74
37,12606,35.477,38.0,19.308,20.0,0.123,0.046,0.108,65
37,23436,39.338,40.0,19.446,20.0,0.169,0.031,0.108,65
52,9529,32.734,36.0,16.916,18.0,0.178,0.024,0.108,286
36,10574,15.714,12.5,8.857,6.5,0.179,0.357,0.107,28
38,17395,26.0,24.0,13.464,12.0,0.214,0.107,0.107,28
85,21822,30.94,30.0,17.833,15.0,0.179,0.107,0.107,84
32,8944,22.036,20.0,11.143,10.0,0.143,0.107,0.107,28
100,9511,16.036,15.0,9.036,7.0,0.107,0.107,0.107,28
85,21850,27.04,26.0,13.887,13.0,0.06,0.053,0.107,150
60,8086,19.143,18.0,10.643,9.0,0.143,0.036,0.107,28
25,7529,16.786,18.0,8.607,9.0,0.125,0.036,0.107,56
35,12859,17.286,17.5,8.714,8.5,0.107,0.036,0.107,28
7,11506,16.679,20.0,8.286,10.0,0.0,0.0,0.107,28
59,18638,57.064,60.0,29.0,30.0,0.149,0.234,0.106,47
43,13813,28.043,20.0,17.766,10.0,0.234,0.213,0.106,47
129,16935,31.894,30.0,17.667,15.5,0.167,0.212,0.106,66
85,21878,29.451,30.0,17.292,15.0,0.106,0.071,0.106,113
43,13782,19.755,20.0,10.66,10.0,0.053,0.064,0.106,94
54,9529,23.829,22.0,12.15,11.0,0.154,0.175,0.105,800
29,8092,16.921,16.0,8.395,8.0,0.158,0.158,0.105,38
7,3859,20.737,20.0,11.386,10.0,0.088,0.088,0.105,57
7,4013,18.474,20.0,9.746,10.0,0.061,0.035,0.105,114
939,10819,22.281,20.0,11.629,10.0,0.118,0.108,0.104,502
95,9833,22.938,20.0,13.333,10.0,0.104,0.104,0.104,48
32,8915,21.224,20.0,10.94,12.0,0.03,0.03,0.104,67
53,23497,22.569,16.0,12.414,8.5,0.138,0.259,0.103,58
129,23489,29.379,27.0,15.103,13.0,0.034,0.207,0.103,29
86,21864,20.59,20.0,10.462,10.0,0.051,0.179,0.103,39
29,7977,17.931,16.0,8.931,8.0,0.172,0.172,0.103,29
29,7924,18.77,16.0,10.816,8.0,0.172,0.161,0.103,87
47,15003,30.793,34.0,15.353,16.5,0.138,0.129,0.103,116
35,18058,19.224,20.0,9.914,10.0,0.155,0.103,0.103,58
54,8950,21.31,20.0,10.621,10.0,0.069,0.103,0.103,29
63,18664,20.931,20.0,12.828,10.0,0.103,0.069,0.103,29
52,7320,36.218,40.0,20.253,20.0,0.241,0.057,0.103,87
100,5438,15.745,17.0,8.25,9.0,0.054,0.03,0.103,572
96,5868,31.862,40.0,18.138,20.0,0.069,0.0,0.103,29
86,16193,27.746,30.0,14.475,15.0,0.169,0.441,0.102,59
97,27343,74.284,60.0,38.42,30.0,0.364,0.375,0.102,88
86,14107,23.458,20.0,12.475,10.0,0.085,0.305,0.102,59
32,9113,27.085,24.0,14.924,12.0,0.237,0.203,0.102,118
39,10495,32.017,32.0,18.831,16.0,0.288,0.085,0.102,59
7,3930,19.198,20.0,10.76,10.0,0.06,0.03,0.102,167
7,4006,19.845,20.0,11.24,10.0,0.085,0.062,0.101,129
54,21252,29.3,28.0,15.45,14.0,0.35,0.35,0.1,40
86,24532,27.1,27.0,13.9,13.5,0.15,0.35,0.1,20
939,17364,27.7,24.0,15.7,12.5,0.3,0.3,0.1,30
29,7928,20.671,16.0,11.629,8.0,0.257,0.243,0.1,70
129,17395,29.033,28.0,15.167,14.0,0.133,0.2,0.1,30
59,15325,56.433,55.0,30.733,29.5,0.267,0.167,0.1,30
939,10509,23.95,20.0,13.1,10.0,0.162,0.15,0.1,80
85,21936,29.85,30.0,15.85,15.5,0.15,0.15,0.1,20
165,26371,17.333,17.5,11.2,10.0,0.2,0.133,0.1,30
54,9197,24.7,22.0,13.55,11.0,0.1,0.1,0.1,20
129,17364,27.15,28.0,15.3,12.0,0.1,0.1,0.1,20
54,8926,23.32,22.0,12.02,11.0,0.1,0.08,0.1,50
7,3847,21.033,20.0,12.367,10.0,0.067,0.067,0.1,30
52,3033,36.5,38.0,20.6,19.0,0.35,0.05,0.1,20
116,17864,17.25,16.0,9.6,8.5,0.15,0.05,0.1,20
41,13465,18.3,20.0,9.15,10.0,0.1,0.05,0.1,20
36,10671,11.45,12.0,7.6,6.0,0.05,0.05,0.1,20
43,17451,19.948,20.0,10.783,10.0,0.039,0.039,0.1,230
7,3787,18.667,20.0,9.733,10.0,0.067,0.033,0.1,30
129,21237,29.0,25.5,15.099,11.0,0.113,0.19,0.099,142
123,14616,32.865,33.0,16.931,18.0,0.12,0.049,0.099,465
54,15295,26.179,26.0,13.759,13.0,0.214,0.223,0.098,112
97,27107,61.51,60.0,34.588,30.0,0.216,0.176,0.098,51
29,22673,20.664,16.0,11.098,8.0,0.189,0.175,0.098,143
54,15778,27.032,23.0,14.677,11.0,0.161,0.226,0.097,62
35,12898,20.097,18.0,11.71,10.0,0.323,0.194,0.097,31
29,7987,18.379,16.0,10.233,8.0,0.204,0.184,0.097,103
110,12515,41.097,44.0,23.806,22.0,0.194,0.097,0.097,31
960,23447,18.583,18.0,10.32,9.0,0.155,0.087,0.097,103
52,24384,35.774,38.0,17.613,18.0,0.129,0.032,0.097,31
102,3254,20.097,20.0,10.387,10.0,0.0,0.032,0.097,31
116,9178,15.387,16.0,7.645,8.0,0.0,0.0,0.097,31
116,16193,17.442,16.0,8.788,8.0,0.288,0.25,0.096,52
84,21819,23.807,18.0,14.544,9.0,0.158,0.246,0.096,114
29,8086,44.333,60.0,22.905,30.0,0.714,0.714,0.095,21
63,21577,26.357,20.0,17.452,10.0,0.333,0.31,0.095,42
35,12967,24.476,20.0,13.381,10.0,0.286,0.238,0.095,21
129,13733,30.714,28.0,17.952,14.0,0.238,0.238,0.095,21
29,8053,22.432,16.0,13.838,8.0,0.23,0.216,0.095,74
36,10511,14.857,13.0,9.333,7.0,0.19,0.19,0.095,21
96,10449,37.571,40.0,21.095,20.0,0.238,0.095,0.095,21
32,9274,23.762,24.0,11.429,12.0,0.143,0.095,0.095,21
94,19395,37.619,40.0,22.952,20.0,0.143,0.095,0.095,21
7,4052,28.048,20.0,9.286,10.0,0.048,0.095,0.095,21
79,21087,36.095,40.0,17.905,20.0,0.0,0.095,0.095,21
37,20620,35.429,40.0,17.429,20.0,0.048,0.0,0.095,21
102,16415,31.66,20.0,18.0,10.0,0.226,0.34,0.094,53
79,21344,39.094,40.0,20.156,22.0,0.062,0.312,0.094,32
32,9035,24.875,21.5,12.719,11.5,0.219,0.125,0.094,32
32,4796,25.969,24.0,14.469,12.0,0.188,0.125,0.094,32
52,15475,34.104,36.0,18.238,18.0,0.188,0.079,0.094,202
52,7336,37.5,40.0,20.219,20.0,0.312,0.062,0.094,32
116,9128,15.969,16.0,7.906,8.0,0.062,0.031,0.094,32
108,19763,35.375,40.0,18.094,20.0,0.205,0.009,0.094,224
54,15323,26.113,28.0,14.979,14.0,0.165,0.144,0.093,97
929,7999,18.767,16.0,12.977,8.0,0.093,0.07,0.093,43
7,3840,19.68,20.0,10.427,10.0,0.053,0.053,0.093,75
53,23474,24.368,20.0,12.342,10.0,0.158,0.368,0.092,76
84,21664,22.138,18.0,12.815,10.0,0.138,0.246,0.092,65
60,23359,21.579,19.0,12.276,10.0,0.145,0.105,0.092,76
94,25627,31.0,39.0,16.855,20.0,0.039,0.026,0.092,76
52,15695,33.821,37.0,17.176,19.0,0.179,0.017,0.092,687
102,16403,54.758,60.0,28.242,30.0,0.545,0.667,0.091,33
72,5799,23.614,18.0,12.636,9.0,0.227,0.341,0.091,44
34,9148,25.195,22.0,13.364,11.0,0.247,0.273,0.091,77
43,13733,25.879,20.0,14.72,10.0,0.227,0.235,0.091,132
29,8146,19.455,16.0,10.091,8.0,0.227,0.227,0.091,22
95,9864,23.576,22.0,12.591,10.5,0.242,0.212,0.091,66
95,9745,24.455,20.0,13.848,10.0,0.212,0.212,0.091,33
54,15386,24.636,25.0,12.727,13.0,0.182,0.182,0.091,22
165,23630,22.182,20.0,11.5,10.0,0.182,0.182,0.091,22
63,19030,21.955,18.5,14.727,10.0,0.227,0.136,0.091,22
63,19024,19.364,18.0,11.818,9.0,0.136,0.136,0.091,22
95,16193,21.273,20.0,11.945,10.0,0.182,0.127,0.091,55
34,9259,21.227,20.0,11.182,10.0,0.091,0.091,0.091,22
25,7514,19.205,18.0,10.591,9.0,0.136,0.068,0.091,44
43,23453,20.409,20.0,10.318,10.0,0.045,0.045,0.091,22
929,7952,19.068,16.0,7.523,8.0,0.0,0.023,0.091,44
7,4130,18.038,20.0,9.353,10.0,0.029,0.013,0.091,692
37,12539,36.345,36.0,19.018,18.0,0.091,0.0,0.091,55
52,7312,32.423,33.5,17.603,18.0,0.154,0.051,0.09,78
96,5885,34.531,40.0,17.345,20.0,0.131,0.0,0.09,145
129,16905,34.671,28.0,19.962,14.0,0.19,0.266,0.089,79
45,14375,22.933,20.0,13.289,10.0,0.133,0.222,0.089,45
63,19008,19.911,18.0,11.711,9.0,0.111,0.111,0.089,45
85,7578,29.984,30.0,15.185,16.0,0.111,0.081,0.089,693
38,9792,24.532,26.0,12.57,13.0,0.127,0.051,0.089,79
32,9039,27.647,24.0,16.353,12.0,0.235,0.176,0.088,34
24,25044,22.812,20.0,13.388,10.0,0.212,0.175,0.088,80
129,21269,27.529,21.0,14.235,10.0,0.059,0.147,0.088,34
165,26464,20.112,17.0,12.412,8.5,0.162,0.125,0.088,80
165,26030,21.853,15.5,14.235,8.0,0.206,0.118,0.088,34
165,26002,19.824,20.0,11.912,10.0,0.147,0.088,0.088,68
94,25616,34.842,40.0,19.807,20.0,0.123,0.088,0.088,57
24,25079,21.676,19.0,8.794,9.0,0.059,0.088,0.088,34
39,10637,30.812,33.0,16.588,17.0,0.188,0.038,0.088,80
110,12681,37.592,40.0,19.342,20.0,0.122,0.0,0.088,319
102,6005,36.826,40.0,18.261,20.0,0.0,0.783,0.087,23
86,9184,27.826,27.0,13.87,13.5,0.109,0.478,0.087,46
36,10595,16.116,12.0,10.043,6.0,0.159,0.246,0.087,69
165,26430,21.913,20.0,13.957,10.0,0.174,0.174,0.087,23
36,10520,13.478,12.0,6.783,6.0,0.065,0.174,0.087,46
79,21352,38.913,40.0,19.652,20.0,0.0,0.174,0.087,23
41,13516,24.34,20.0,14.049,10.0,0.204,0.146,0.087,103
89,26013,23.522,20.0,13.957,10.0,0.13,0.13,0.087,23
100,7528,15.565,16.0,8.406,8.0,0.13,0.051,0.087,138
96,12069,34.696,40.0,18.435,20.0,0.174,0.043,0.087,23
925,5438,20.735,20.0,10.972,10.0,0.3,0.024,0.087,253
52,15400,34.63,40.0,18.37,20.0,0.13,0.022,0.087,46
7,4021,18.283,20.0,9.196,10.0,0.087,0.022,0.087,46
37,4902,35.283,40.0,18.304,20.0,0.109,0.0,0.087,46
32,3539,19.435,20.0,10.087,12.0,0.0,0.0,0.087,23
102,16447,26.8,23.0,16.886,12.0,0.2,0.257,0.086,35
45,14519,23.4,20.0,13.6,10.0,0.143,0.2,0.086,35
84,22207,20.299,18.0,10.742,9.0,0.058,0.172,0.086,291
165,26418,22.2,20.0,13.8,10.0,0.2,0.143,0.086,35
60,23323,21.229,18.0,12.229,9.0,0.186,0.143,0.086,70
960,23359,19.864,18.0,11.963,9.0,0.272,0.123,0.086,81
929,7898,18.286,16.0,10.886,8.0,0.086,0.086,0.086,35
89,25911,19.707,20.0,11.207,10.0,0.103,0.069,0.086,58
63,19038,22.743,20.0,14.571,10.0,0.114,0.057,0.086,35
60,26592,16.776,16.0,8.914,8.0,0.103,0.034,0.086,58
108,7774,35.514,34.0,19.171,17.0,0.2,0.029,0.086,35
925,7578,19.543,20.0,9.893,10.0,0.186,0.007,0.086,140
12,25162,39.13,40.0,19.962,20.0,0.166,0.004,0.086,476
36,10623,20.468,16.0,13.787,8.0,0.277,0.34,0.085,47
35,12761,19.596,18.0,10.149,10.0,0.213,0.17,0.085,47
29,8043,19.723,16.0,11.769,8.0,0.177,0.162,0.085,130
32,24627,23.22,20.0,12.661,10.0,0.136,0.085,0.085,59
102,16352,31.537,20.0,17.579,10.0,0.168,0.305,0.084,95
102,22738,32.167,26.5,20.083,13.5,0.208,0.333,0.083,24
54,15298,32.274,28.0,18.333,14.0,0.274,0.286,0.083,84
36,10536,13.783,12.0,7.517,6.0,0.083,0.217,0.083,60
35,12792,23.917,20.0,14.417,10.0,0.222,0.194,0.083,36
29,7952,19.667,16.0,11.528,8.0,0.194,0.194,0.083,36
11,7161,36.398,36.0,18.281,18.0,0.174,0.168,0.083,374
85,21689,37.875,40.0,20.875,20.0,0.333,0.167,0.083,24
939,16935,24.194,24.0,12.926,12.0,0.176,0.167,0.083,108
36,10327,12.222,12.0,6.111,6.0,0.0,0.167,0.083,36
123,22415,41.208,40.0,24.875,20.0,0.208,0.125,0.083,24
63,18685,19.5,20.0,11.0,10.0,0.167,0.125,0.083,24
116,11612,17.278,18.5,9.333,10.0,0.111,0.083,0.083,36
29,8124,15.417,15.0,7.625,7.0,0.083,0.083,0.083,24
116,9191,17.733,16.0,9.5,8.0,0.117,0.067,0.083,60
39,10487,28.75,30.0,17.056,15.0,0.111,0.056,0.083,36
89,25991,20.367,20.0,11.1,10.0,0.1,0.05,0.083,60
85,13782,24.208,24.0,12.333,11.0,0.083,0.042,0.083,24
54,15174,23.083,22.5,11.5,11.0,0.042,0.042,0.083,24
925,9511,18.333,19.0,9.972,9.5,0.111,0.028,0.083,36
39,10480,27.859,32.0,14.057,16.0,0.135,0.005,0.083,192
165,21970,15.5,18.0,7.708,9.0,0.0,0.0,0.083,24
53,23489,26.859,20.0,15.8,9.0,0.176,0.294,0.082,85
939,10350,22.888,20.0,11.837,10.0,0.112,0.112,0.082,98
24,25108,20.932,20.0,11.521,10.0,0.11,0.11,0.082,73
38,13864,25.637,28.0,13.251,14.0,0.139,0.079,0.082,267
929,7997,16.658,16.0,9.021,8.0,0.053,0.041,0.082,243
108,22207,36.043,40.0,18.268,20.0,0.179,0.004,0.082,280
54,15155,29.027,28.0,15.919,14.0,0.189,0.243,0.081,37
35,13067,22.788,18.0,13.538,10.0,0.25,0.212,0.081,160
97,10819,63.758,60.0,33.613,30.0,0.177,0.21,0.081,62
63,22811,20.405,19.0,12.081,10.0,0.135,0.135,0.081,37
939,10504,22.874,22.0,11.815,11.0,0.133,0.133,0.081,135
35,12989,19.282,18.0,10.323,10.0,0.145,0.113,0.081,124
72,19189,23.267,18.0,12.88,9.0,0.187,0.253,0.08,75
36,10687,16.4,12.0,8.84,6.0,0.12,0.24,0.08,25
38,9827,31.76,30.0,22.04,15.0,0.4,0.2,0.08,25
32,8961,26.796,24.0,14.699,12.0,0.195,0.177,0.08,113
47,5671,34.04,36.0,18.2,18.0,0.24,0.16,0.08,25
54,20869,26.3,24.5,13.76,14.0,0.18,0.16,0.08,50
129,16864,27.51,26.0,13.86,13.0,0.08,0.15,0.08,100
133,13864,25.897,24.0,13.414,12.0,0.137,0.087,0.08,263
929,7923,18.04,16.0,11.2,8.0,0.2,0.08,0.08,25
47,27619,33.64,36.0,17.0,19.0,0.12,0.08,0.08,25
939,17372,21.96,20.0,12.0,10.0,0.12,0.08,0.08,25
85,21651,24.28,20.0,12.32,10.0,0.08,0.08,0.08,25
34,9334,19.354,18.0,10.292,9.0,0.08,0.062,0.08,113
7,3877,19.566,20.0,10.646,10.0,0.097,0.053,0.08,113
37,12633,37.96,40.0,19.36,20.0,0.12,0.04,0.08,25
43,23498,19.48,20.0,11.84,10.0,0.08,0.04,0.08,25
89,13414,18.64,20.0,9.36,10.0,0.08,0.04,0.08,25
39,10350,29.12,30.0,15.68,15.5,0.1,0.02,0.08,50
34,9003,25.974,21.0,13.211,10.5,0.289,0.289,0.079,38
36,10466,15.72,12.0,9.335,6.0,0.122,0.207,0.079,164
41,12376,24.395,20.0,14.158,11.0,0.342,0.158,0.079,38
43,13743,22.674,20.0,12.955,10.0,0.09,0.09,0.079,89
86,17246,19.288,20.0,9.748,10.0,0.014,0.072,0.079,139
96,3153,32.868,40.0,17.0,20.0,0.079,0.0,0.079,38
29,18058,22.588,20.0,12.059,10.0,0.314,0.255,0.078,51
29,7997,16.441,16.0,8.88,8.0,0.124,0.11,0.078,435
34,9324,19.944,18.0,10.789,9.0,0.067,0.067,0.078,90
72,24447,16.969,15.5,9.109,8.0,0.031,0.031,0.078,64
38,21269,25.157,26.0,13.0,14.0,0.078,0.02,0.078,51
72,5808,28.385,20.0,18.923,10.0,0.269,0.346,0.077,26
35,12908,29.308,24.0,18.462,12.0,0.346,0.308,0.077,26
36,10571,18.442,12.0,11.327,6.0,0.231,0.269,0.077,52
53,23466,22.615,17.5,12.385,8.5,0.192,0.231,0.077,26
36,10499,15.481,12.0,9.442,6.0,0.115,0.231,0.077,52
32,9059,30.205,24.0,13.026,12.0,0.205,0.205,0.077,39
52,15159,33.538,36.0,16.846,18.0,0.154,0.115,0.077,26
29,8116,18.043,16.0,10.026,8.0,0.12,0.111,0.077,117
52,5117,35.538,36.0,18.077,18.0,0.103,0.077,0.077,39
116,8930,16.5,16.0,8.269,8.0,0.038,0.077,0.077,26
25,7454,19.712,18.0,10.019,9.0,0.154,0.058,0.077,52
34,8940,19.673,20.0,10.327,10.0,0.058,0.038,0.077,52
165,10658,17.329,17.0,9.657,8.0,0.119,0.035,0.077,143
96,12063,33.359,40.0,16.744,20.0,0.077,0.026,0.077,39
116,17881,18.59,16.0,10.462,8.0,0.077,0.026,0.077,39
123,10092,32.423,30.0,17.115,15.0,0.154,0.0,0.077,26
25,5416,16.423,18.0,8.231,9.0,0.038,0.0,0.077,26
7,3849,17.038,20.0,8.615,10.0,0.0,0.0,0.077,26
36,10601,18.455,12.0,10.97,6.0,0.182,0.242,0.076,66
36,10658,15.452,12.0,8.7,6.0,0.141,0.224,0.076,263
85,20869,33.909,35.0,17.644,18.0,0.22,0.159,0.076,132
54,15423,24.258,22.0,12.909,11.0,0.136,0.152,0.076,66
40,14616,42.479,44.0,21.434,22.0,0.174,0.0,0.076,288
86,8990,28.642,28.0,14.906,14.0,0.151,0.472,0.075,53
102,25433,29.425,20.5,14.975,10.5,0.15,0.325,0.075,40
102,16440,29.031,23.0,15.012,12.0,0.149,0.298,0.075,161
35,13056,25.29,20.0,15.387,10.0,0.269,0.247,0.075,93
68,25374,42.788,40.0,23.738,22.5,0.212,0.225,0.075,80
95,27462,24.34,20.0,13.33,10.0,0.17,0.151,0.075,106
85,21885,35.85,32.0,22.325,17.0,0.15,0.15,0.075,40
939,10480,23.819,24.5,12.053,13.0,0.155,0.142,0.075,226
63,18992,23.189,18.0,13.717,9.0,0.132,0.132,0.075,53
960,23419,18.975,19.5,10.3,10.0,0.2,0.125,0.075,40
32,9079,22.925,21.0,12.15,11.5,0.175,0.1,0.075,40
35,13157,18.699,18.0,9.606,9.0,0.106,0.083,0.075,840
96,26454,34.479,40.0,17.819,20.0,0.128,0.011,0.075,265
53,27082,28.889,26.0,17.185,10.0,0.222,0.481,0.074,27
35,12780,19.519,18.0,10.278,9.0,0.148,0.111,0.074,54
38,9833,27.444,25.0,15.111,13.0,0.148,0.111,0.074,27
54,9511,23.021,20.0,13.368,10.0,0.137,0.105,0.074,95
24,23771,19.741,20.0,10.185,10.0,0.185,0.074,0.074,27
960,14536,17.704,16.0,10.074,9.0,0.148,0.074,0.074,27
929,7905,18.63,16.0,10.593,8.0,0.074,0.074,0.074,27
52,15379,33.426,40.0,16.852,20.0,0.13,0.037,0.074,54
100,26957,16.778,16.0,8.37,8.0,0.074,0.037,0.074,27
52,15287,33.77,36.0,17.063,19.0,0.16,0.02,0.074,443
102,16393,31.682,25.0,16.518,12.0,0.173,0.327,0.073,110
43,9123,24.564,20.0,12.182,10.0,0.218,0.236,0.073,55
32,9214,26.768,24.0,15.061,12.0,0.244,0.22,0.073,82
63,18996,25.561,20.0,15.537,10.0,0.195,0.195,0.073,41
54,23233,27.232,22.0,15.537,11.0,0.195,0.171,0.073,82
165,26633,16.52,17.0,8.692,9.0,0.093,0.03,0.073,302
165,27571,16.597,18.0,8.513,9.0,0.11,0.041,0.072,345
12,13864,39.32,40.0,20.287,20.0,0.204,0.017,0.072,181
95,9827,23.714,20.0,12.69,10.0,0.238,0.238,0.071,42
24,25045,25.786,20.0,15.381,10.0,0.286,0.19,0.071,42
95,9742,24.464,20.0,13.75,10.0,0.179,0.179,0.071,28
95,9807,22.67,20.0,11.812,10.0,0.188,0.161,0.071,112
24,25052,24.476,20.0,15.786,10.0,0.143,0.143,0.071,42
116,9168,17.595,16.0,9.381,8.0,0.107,0.083,0.071,84
39,10509,31.482,32.0,17.482,16.5,0.196,0.036,0.071,56
116,14188,17.143,17.0,8.5,8.5,0.036,0.036,0.071,28
102,22778,30.859,20.0,16.042,10.0,0.155,0.324,0.07,71
43,13864,24.061,20.0,12.253,10.0,0.197,0.199,0.07,604
129,13864,30.652,28.0,15.781,14.0,0.144,0.193,0.07,187
79,15287,38.028,40.0,19.648,20.0,0.028,0.183,0.07,71
133,21269,25.721,25.0,12.837,12.0,0.116,0.116,0.07,43
47,8644,31.744,36.0,18.116,18.0,0.116,0.047,0.07,43
165,26548,17.372,20.0,8.651,10.0,0.07,0.047,0.07,43
86,13864,26.642,24.0,13.592,12.0,0.137,0.393,0.069,883
102,25499,28.07,20.0,14.253,10.0,0.085,0.305,0.069,767
32,9212,27.034,24.0,15.034,12.0,0.207,0.207,0.069,29
29,7930,17.92,16.0,9.463,8.0,0.229,0.2,0.069,175
34,8926,20.448,18.0,10.397,9.0,0.155,0.19,0.069,58
41,13479,27.966,20.0,18.103,10.0,0.172,0.172,0.069,29
79,19718,33.234,28.0,16.446,14.0,0.017,0.154,0.069,175
939,10385,23.885,20.0,12.977,10.0,0.149,0.149,0.069,87
52,15167,33.126,36.0,16.805,19.0,0.092,0.034,0.069,87
52,15325,34.559,36.0,17.912,18.0,0.167,0.029,0.069,102
72,19123,15.759,18.0,7.862,9.0,0.0,0.0,0.069,29
60,23447,22.796,20.0,13.243,10.0,0.204,0.136,0.068,103
35,12932,19.565,17.0,11.081,9.0,0.143,0.106,0.068,161
63,18705,19.63,20.0,11.356,10.0,0.11,0.082,0.068,73
929,8116,20.176,16.0,12.243,8.0,0.095,0.081,0.068,74
116,8990,17.682,19.0,9.636,9.5,0.091,0.045,0.068,44
86,8968,24.367,20.0,11.933,10.0,0.067,0.4,0.067,30
102,16330,34.233,21.5,20.267,10.0,0.2,0.333,0.067,30
54,9250,30.6,28.0,17.767,14.0,0.233,0.233,0.067,30
35,12766,20.5,20.0,11.433,10.0,0.2,0.167,0.067,30
54,15461,25.819,28.0,13.227,14.0,0.137,0.166,0.067,343
929,7915,18.4,16.0,10.367,8.0,0.117,0.117,0.067,60
47,27645,32.155,36.0,16.639,18.0,0.139,0.111,0.067,595
38,9795,25.533,24.0,13.347,13.0,0.107,0.053,0.067,75
37,12681,36.773,40.0,18.673,20.0,0.087,0.003,0.067,643
102,6000,36.75,40.0,19.342,20.0,0.053,0.711,0.066,76
36,10819,13.823,12.0,7.087,6.0,0.082,0.215,0.066,497
36,10344,13.463,12.0,7.289,6.0,0.05,0.182,0.066,121
102,16457,27.077,20.0,13.956,10.0,0.137,0.181,0.066,182
41,13430,23.594,20.0,13.934,10.0,0.17,0.132,0.066,106
32,9529,22.321,24.0,11.422,12.0,0.073,0.039,0.066,973
84,19763,40.306,40.0,21.613,20.0,0.355,0.806,0.065,62
54,15126,30.484,26.0,16.387,13.0,0.194,0.194,0.065,31
939,10927,24.56,24.0,12.96,12.0,0.165,0.145,0.065,200
133,18256,25.935,22.0,14.548,11.0,0.161,0.097,0.065,31
39,10363,33.032,34.0,18.258,17.0,0.226,0.065,0.065,31
52,15388,34.792,40.0,17.607,20.0,0.125,0.03,0.065,168
96,13067,34.61,40.0,17.494,20.0,0.156,0.0,0.065,77
94,5927,30.581,40.0,15.774,20.0,0.0,0.0,0.065,31
35,12995,27.553,19.0,16.702,9.0,0.362,0.34,0.064,47
11,7155,37.851,40.0,19.574,21.0,0.149,0.149,0.064,47
123,15949,35.791,40.0,18.616,20.0,0.238,0.11,0.064,172
43,13706,21.275,20.0,11.743,10.0,0.073,0.046,0.064,109
12,25034,42.043,40.0,22.426,20.0,0.234,0.043,0.064,47
110,4902,40.979,44.0,20.83,23.0,0.213,0.021,0.064,47
108,10392,36.043,40.0,18.553,20.0,0.149,0.0,0.064,47
165,26036,16.745,18.0,8.787,9.0,0.106,0.0,0.064,47
32,9273,32.508,22.0,21.651,11.0,0.27,0.238,0.063,63
34,9529,23.806,20.0,12.08,10.0,0.188,0.215,0.063,823
29,7877,18.509,16.0,10.201,8.0,0.201,0.176,0.063,159
939,10649,25.508,24.0,14.286,12.0,0.175,0.143,0.063,63
29,10158,18.556,18.0,9.524,9.0,0.143,0.143,0.063,63
63,19013,19.754,18.0,11.778,9.5,0.167,0.135,0.063,126
32,9642,24.935,24.0,12.921,12.0,0.185,0.125,0.063,712
7,11504,19.583,20.0,9.949,10.0,0.071,0.047,0.063,254
89,25801,19.231,20.0,10.131,10.0,0.09,0.027,0.063,221
84,21914,28.271,19.0,16.625,10.0,0.229,0.312,0.062,48
54,15631,25.162,22.0,12.892,11.0,0.208,0.238,0.062,130
89,25984,27.281,20.0,18.031,10.0,0.219,0.156,0.062,32
35,12819,21.738,20.0,12.246,10.0,0.2,0.154,0.062,65
32,8941,26.896,24.0,14.938,12.0,0.25,0.146,0.062,48
34,9123,21.169,20.0,10.892,10.0,0.138,0.138,0.062,65
52,7287,38.458,40.0,22.208,20.0,0.375,0.125,0.062,48
102,16471,25.875,20.0,13.094,10.0,0.156,0.125,0.062,32
165,25883,17.863,18.0,9.739,10.0,0.133,0.035,0.062,226
89,26036,19.028,20.0,9.865,10.0,0.073,0.011,0.062,178
100,7608,16.5,20.0,8.031,10.0,0.0,0.0,0.062,32
36,17665,24.121,25.0,12.424,13.0,0.636,0.697,0.061,33
102,16332,30.909,26.0,16.273,15.0,0.182,0.424,0.061,33
86,14133,27.061,20.0,15.061,11.0,0.121,0.379,0.061,66
53,17451,24.788,20.0,12.909,10.0,0.182,0.333,0.061,33
102,16464,33.485,24.0,18.455,11.0,0.152,0.333,0.061,33
84,4416,22.455,18.0,11.212,9.0,0.091,0.242,0.061,33
929,7930,18.719,16.0,10.719,8.0,0.07,0.053,0.061,114
165,4055,17.242,20.0,8.848,10.0,0.061,0.03,0.061,33
7,26592,26.91,20.0,14.582,10.0,0.313,0.164,0.06,67
939,21269,21.06,20.0,11.0,10.0,0.08,0.1,0.06,50
